id_nestbox;coord_x;coord_y;lsource_0_m;lsource_0_iq;lsource_10_m;lsource_10_iq;lflux_0_m;lflux_0_iq;lflux_10_m;lflux_10_iq;lsource_vs150_m;lsource_vs150_iq;noise_m;noise_iq;soft_manag_area;trafic;woodyveg_volume;woodyveg_sd;vegetation_area;herbaceous_area;built_area;age_class;site;strata_div
DIJ-112;855443,7045;6692573,959;4;7,5;19;5;27,06899084;61,30755534;39,38033107;41,96130851;11;9;52,32566071;6,516731262;0;1947011,967;204146,0079;5,226499113;37961;13079;10714;2;parc_argentieres;4
DIJ-113;855449,0454;6692601,283;4;8,5;19;4;27,06899084;69,85799136;36,74362201;43,45952029;11;9;52,49829102;6,823627472;0;2109772,28;195390,594;5,527807457;37523;13344;10754;2;parc_argentieres;4
DIJ-114;855449,0328;6692621,307;3;8,5;19;4;27,06899084;75,19465483;36,5236884;43,94704825;11;9;52,60378647;6,948303223;0;2148091,459;204765,1691;5,727208598;38399;13676;10407;2;parc_argentieres;4
DIJ-115;855419,5958;6692598,168;4;7;19;4;27,17273073;68,08096986;41,84874937;51,17653673;11;9;52,22496033;6,65219593;0;1969648,661;209273,3052;5,527414114;38002;13209;10339;2;parc_argentieres;4
DIJ-115B;855414,1013;6692569,958;4;7;19;4;27,12945333;68,08096986;40,16009123;46,41081396;11;9;51,9804039;5,826213837;0;1741396,345;221715,8566;5,401710999;38177;13086;10716;2;parc_argentieres;3
DIJ-116;855393,7403;6692587,159;4;7;19;4,25;27,59947579;67,1963537;42,19441099;52,54180377;11;9;51,83654785;5,907737732;0;1762809,078;215907,0325;5,383136822;38549;13617;10748;2;parc_argentieres;4
DIJ-117;855326,44;6692564,416;4,5;8;19;5;26,73103529;54,03878416;41,0044203;48,89655085;11;9;51,81257248;4,320510864;0;1198715,996;278716,1064;6,242673866;42521;14186;9725;0;parc_argentieres;2
DIJ-118;855345,5187;6692520,868;6,5;8;19;6;28,71996299;62,0416187;45,21509899;54,50549973;12;9;51,75502777;4,411621094;0;1120873,989;321536,8654;6,250762333;43001;13333;9170;0;parc_argentieres;3
DIJ-119;855372,0758;6692535,404;5,5;8,75;19;5,75;27,09922209;58,56467421;41,90160192;49,64565674;12;9;51,67830276;4,212621689;0;1007321,221;307143,6357;6,180111417;42668;13323;9006;0;parc_argentieres;3
DIJ-120;855316,1894;6692519,969;6,5;8;19;5,75;30,77340897;106,364013;48,71914801;68,81928293;12;10;51,84134293;4,53150177;0;1216015,963;307995,7428;6,302608097;42496;13341;9768;0;parc_argentieres;
DIJ-121;854418,3203;6693085,661;7;4;9;1;204,5581012;210,5951502;85,85080066;33,43168188;2;7;48,22589493;18,35225296;0;3652092,284;67967,71895;6,187325502;7942;2121;33182;2;carrelet_de_loisy;4
DIJ-122;854414,0169;6693119,471;6,5;4;9,5;1,5;237,454912;208,0082806;88,54975744;54,68745341;3;8;50,81134415;18,95017242;0;3659203,704;70736,51833;6,032115055;8184;2151;32353;2;carrelet_de_loisy;3
DIJ-123;854460,0285;6693120,955;7;4;9;1;231,5218399;210,8040996;87,57472017;38,41516834;3;8;50,22027206;18,73944473;0;3433920,182;69869,20297;6,034674855;8254;2318;33597;2;carrelet_de_loisy;4
DIJ-124;854453,0527;6693073,955;7;4;9;1;177,5943625;227,2903802;84,12688115;32,35576945;2;7;48,13168526;17,60356522;0;3312810,488;70352,17264;6,193773217;8610;2411;33259;1;carrelet_de_loisy;4
DIJ-125;854864,3307;6690955,902;6;10,25;17;15,5;9,711622737;46,98549795;13,19112579;64,4800218;13;11;52,54391098;3,688453674;0;1267930,931;1100119,196;8,108074826;55150;7024;3481;2;parc_colombiere;4
DIJ-126;854782,6649;6690957,917;5,5;14;10,5;20;2,920389983;15,15780677;3,873329693;17,55228424;10;17;51,65261078;1,256351471;0;0;1419504,073;7,187230294;64229;6252;937;2;parc_colombiere;4
DIJ-127;854751,0971;6690932,665;0;10,5;3;14,5;0;5,849085379;0,549368962;7,816965629;4;14;51,60046005;1,043006897;0;0;1512158,629;6,797353616;68867;7288;98;2;parc_colombiere;4
DIJ-128;854722,7094;6690909,983;0;6;0;10;0;2,463072605;0;3,232524901;0;9;51,64313126;1,043006897;0;0;1536213,101;6,826278647;70151;7142;0;2;parc_colombiere;4
DIJ-129;854696,4551;6690880,71;0;0;0;0;0;0;0;0;0;0;51,72846603;1,061973572;0;0;1533578,361;6,85022436;70234;7290;0;2;parc_colombiere;4
DIJ-130;854677,881;6690844,498;0;0;0;0;0;0;0;0;0;0;51,95129013;1,014560699;0;0;1503332,292;6,972615256;70237;7866;0;2;parc_colombiere;4
DIJ-131;854641,7479;6690815,054;0;0;0;0;0;0;0;0;0;0;52,08403778;1,000339508;0;0;1377900,118;7,263723053;70066;9488;26;2;parc_colombiere;3
DIJ-132;854605,6989;6690794,454;0;0;0;0;0;0;0;0;0;0;52,1930809;1,147312164;0;0;1287367,898;7,23492049;69955;11714;32;2;parc_colombiere;3
DIJ-133;854579,6422;6690763,97;0;0;0;0;0;0;0;0;0;0;52,47753525;1,076194763;0;0;1215750,071;7,051889647;69250;12543;32;2;parc_colombiere;3
DIJ-134;854550,8196;6690727,559;0;0;0;0;0;0;0;0;0;0;52,80940247;1,256351471;0;0;1041789,917;7,450776595;67369;16304;156;2;parc_colombiere;3
DIJ-135;854552,3827;6690635,694;0;0;0;0;0;0;0;0;0;0;53,55847168;1,545547485;0;0;848294,5556;7,822711718;65211;21646;199;2;parc_colombiere;2
DIJ-136;854614,392;6690684,234;0;0;0;0;0;0;0;0;0;0;53,0417099;1,441249847;0;0;1204124,07;7,310775416;67963;13228;41;2;parc_colombiere;2
DIJ-136B;854630,6591;6690665,504;0;0;0;0;0;0;0;0;0;0;53,20289993;1,398582458;0;0;1257171,977;7,089988736;68169;11974;81;2;parc_colombiere;2
DIJ-137;854664,4942;6690746,717;0;0;0;0;0;0;0;0;0;0;52,55813217;1,076194763;0;0;1381763,058;7,057553881;69959;9886;32;2;parc_colombiere;4
DIJ-138;854725,0122;6690813,713;0;0;0;0;0;0;0;0;0;0;52,13144684;1,095161438;0;0;1525310,491;6,562884855;70228;7546;0;2;parc_colombiere;4
DIJ-139;854749,3373;6690846,092;0;0;0;0;0;0;0;0;0;1;52,01292419;1,213684082;0;0;1531036,988;6,730320053;70225;7187;0;2;parc_colombiere;4
DIJ-140;854774,0829;6690873,836;0;8;0;10;0;2,712298804;0;3,364679518;0;9;51,97025681;1,246871948;0;0;1577025,224;6,627711533;70226;6477;0;2;parc_colombiere;4
DIJ-141;854803,106;6690899,96;3;10;3,5;15;0,712604931;6,304267303;1,21014701;11,26000146;5;14;51,984478;1,289539337;0;0;1518382,23;7,136008242;69267;6353;332;2;parc_colombiere;4
DIJ-142;854838,6331;6690930,46;5;12;12;20;3,500725792;16,8157001;6,230446374;27,79389804;11;14;52,20256042;1,91060257;0;653433,7516;1308445,202;7,588998155;62242;7009;1535;2;parc_colombiere;4
DIJ-143;854833,2591;6691002,264;10;12;19;14;13,79154263;60,38894289;17,26509537;69,89529248;15;11;51,93232727;2,569591522;0;1123296,183;1077060,849;8,452601778;54998;7426;3826;2;parc_colombiere;4
DIJ-144;855323,2192;6693826,755;3;3,75;10;6,75;14,64817113;36,16807261;38,99888653;66,81586071;5;6;58,35646057;14,35397148;0;1420467,179;60132,49556;4,409842168;14981;6065;17750;0;rue_joanne;
DIJ-145;855316,7705;6693784,932;3;3;10;6;14,05842143;29,42006664;38,96908546;69,8867758;6;6;58,1714325;13,55860138;0;808213,4717;61545,17445;4,246765326;15957;6840;18873;0;rue_joanne;2
DIJ-146;855305,8711;6693732,831;3;3;11;5;16,15707437;76,49927201;39,02868759;73,20696465;6;5;58,4078598;13,26049423;0;705535,8366;58751,55542;4,137628055;15714;6869;18609;0;rue_joanne;2
DIJ-147;855299,5499;6693693,121;3;3,25;11;5,25;15,51885932;71,42071011;37,7997524;73,00951537;6;6;57,91958618;12,89557266;0;620059,8594;77509,08665;5,054811702;16715;6805;16880;0;rue_joanne;3
DIJ-148;855289,8471;6693644,647;3;3;12;6;14,5092066;51,57182866;35,35413779;41,80924529;7;6;58,02751923;12,24282837;0;603543,7936;90189,8745;5,962290944;17820;7420;15364;0;rue_joanne;2
DIJ-149;855282,9084;6693596,33;3;3;12;6;15,7997978;48,57959903;34,63224468;40,91081764;7;5;57,97612381;10,75744629;0;613805,4942;81988,84933;6,163071612;17389;7312;15779;0;rue_joanne;2
DIJ-150;855270,9041;6693538,609;3;3,25;13;5,25;16,39446945;56,09854949;38,85051729;67,15389001;7;6;58,57746887;10,21777725;0;718238,6607;67454,38626;5,884527962;15768;6771;15518;0;rue_joanne;1
DIJ-151;855242,1179;6693455,046;3;3;12;5;19,4745904;58,78852482;43,851212;66,80696155;7;6;58,72652054;10,74716949;0;1198458,333;44115,0235;3,069614408;14335;6056;16821;0;rue_joanne;2
DIJ-152;853984,4245;6693686,725;4;6;12,5;10,75;117,010793;206,6585171;77,74145391;134,5577286;6;8;54,38903236;24,08087921;0;5956521,116;80720,30013;5,813833127;11964;3598;25883;0;st_bernard;
DIJ-153;853962,3691;6693664,674;5;6;14;9,5;120,824486;199,6431793;113,2478953;123,0434009;6;9;53,42259598;24,17670441;0;5957350,986;86278,82797;5,766296273;12256;3518;26000;0;st_bernard;2
DIJ-154;853546,5671;6694559,481;2;5;28;11;42,25728977;104,7257315;60,88200971;41,05633379;11;11;49,16119766;8,495979309;0;1424984,99;80895,40747;2,819473916;29158;12466;15199;0;square_milhaud;
DIJ-155;853514,3581;6694521,303;3;5;28;12;54,85740495;106,7846473;70,27724376;53,3469716;11;10;49,27575684;9,614112854;0;2014976,516;77103,79175;2,657364724;27855;11592;15426;0;square_milhaud;2
DIJ-156;853549,6488;6694496,884;2;5;29;5;40,89450087;103,5211088;70,99091471;46,60391998;11;11;49,50030136;10,09069061;0;2045380,32;73735,4313;2,62319784;27906;11846;16174;0;square_milhaud;
DIJ-157;853443,5561;6694217,87;3;5;16;7,5;78,39456692;143,1779953;76,8253073;74,07225562;8;10;54,51815414;11,09426498;0;2591221,417;70650,67664;3,203264668;20018;7284;18073;1;square_spuller;3
DIJ-158;853251,2182;6694283,055;3,5;7,75;22;7,75;126,6012242;196,7342634;124,877115;161,4965977;8;11;54,44941711;9,018383026;0;1683247,144;124464,4593;4,359385615;26400;7550;15895;2;square_montchapet;3
DIJ-159;853264,2697;6694238,033;4;6;20;10;103,7735291;222,9787352;87,22430645;111,3994124;8;11;53,59706879;8,784675598;0;1515132,108;129162,6462;4,315380341;27967;8576;14817;2;square_montchapet;3
DIJ-160;853226,9982;6694261,99;4;9;21;9;125,156375;224,4860709;144,2024399;163,2981079;9;10;54,67853928;9,380405426;0;2094297,044;123305,3326;4,328881741;26136;7498;15804;2;square_montchapet;3
DIJ-161;853031,2903;6694415,591;2;2;13;9;71,57143195;147,0087887;93,04242705;131,6064041;6;7;54,93974304;10,97049904;0;2181893,948;112519,8645;3,858058181;26075;7795;14950;2;square_temeraire;
DIJ-162;853050,0359;6694399,116;3;3;13;10;80,3098907;179,055891;98,77625969;139,4554377;6;7;54,80685043;10,95793629;0;2095912,906;124100,1253;4,029989736;26983;7819;14866;2;square_temeraire;4
DIJ-163;853511,1091;6691816,177;6;9;27;5,75;50,60069943;170,1835435;110,1141014;160,7423414;15;12;65,1174469;19,39590836;1343,848611;7471090,898;83038,41611;4,089688761;22603;9945;11154;0;kennedy;3
DIJ-164;853588,4698;6691816,105;5;9;27;5;54,50381043;175,7149514;126,0936539;186,475159;16;11;64,37870789;12,84097672;1419,343321;8082487,852;100790,2961;5,391544216;20409;8142;9284;0;kennedy;1
DIJ-165;853600,3417;6691881,786;6;9;25;8,25;60,18851683;178,6704099;137,8868098;208,3729953;15;9;63,43899536;12,48790741;1180,645952;8217730,56;121186,4782;5,602087875;21073;7780;9277;1;kennedy;2
DIJ-166;853538,2634;6691922,761;5;8,5;25;10;48,71895543;133,8010069;86,49726448;170,7768644;15;11;64,09082031;8,756202698;999,2332327;7004143,845;127485,0795;4,8907466;26716;11101;5863;1;kennedy;3
DIJ-167;853548,1817;6691977,145;4,5;8;24;8,5;43,1453219;127,3628464;85,61449549;149,2535456;15;11;63,12937546;8,441150665;983,0510428;5443147,487;126957,4909;5,00942563;27438;11680;7211;1;kennedy;3
DIJ-168;853522,309;6692085,535;4;8;18;8,75;45,11214052;165,0719313;67,01008738;193,8835218;13;8;61,45635605;14,00611877;5224,167107;5617326,607;108851,537;4,620115921;33026;17703;5731;0;bd_castel;2
DIJ-169;853553,3334;6692181,352;1;6;15;10;3,380301828;124,0497475;27,39919611;173,0635264;11;11;60,31023026;13,98710251;9266,399838;5045230,468;80282,57996;4,237651232;34110;21597;5662;0;bd_castel;2
DIJ-170;853544,4457;6692273,335;3;7;14;7;10,99286518;84,38926219;44,67788545;199,5627658;11;9;59,68556213;16,40429306;12433,21775;4822348,767;48234,14581;3,153233463;29830;19673;6580;0;bd_castel;2
DIJ-171;853545,9035;6692393,869;5;7;16;8;66,88919513;210,4620824;126,3419641;239,8548132;10;9;61,61116409;17,79893112;5483,268723;5781090,006;73884,53564;4,049855257;23299;11735;10055;1;bd_castel;2
DIJ-172;853701,3567;6692309,809;1;4;5;7;2,228651579;73,57198162;12,44861189;69,47792105;4;7;52,77620316;8,320293427;0;730608,7731;111809,2093;5,94394346;20667;8769;14125;0;bd_castel;3
DIJ-173;853759,3374;6692260,453;1;2;4;7;0,538403867;22,13958675;6,000496027;37,13946406;3;6;52,3579483;6,360736847;0;214780,9095;126052,3019;6,062480071;22794;10287;11133;1;bd_castel;3
DIJ-174;854349,1977;6692499,64;9;14;32;15;207,1369272;235,1723328;136,5182443;88,24588742;15;21;57,14008331;20,6099472;0;6957025,347;153809,774;4,589055432;25038;8456;16177;1;allee_du_parc;1
DIJ-175;854364,2395;6692451,093;7,5;12,5;31,5;11,25;160,0065845;227,196773;114,9866382;74,16750281;12;20;53,88890839;18,75418472;0;6092450,515;141262,6588;4,390836812;25515;9049;14658;1;allee_du_parc;2
DIJ-176;854381,7075;6692395,285;8;9,75;31;7,5;150,2979824;185,7314912;104,4100969;57,17690809;11;19;51,50567627;15,1193924;0;2919002,507;148898,4356;4,38074741;27628;9762;16596;1;allee_du_parc;3
DIJ-177;854396,7918;6692315,311;8;13;31;8;96,76783657;173,2299903;103,4463107;83,72597227;12;21;51,68789291;13,37392426;0;2560180,421;147124,0158;4,259526481;28723;10297;17818;0;allee_du_parc;2
DIJ-178;854428,9109;6692236,843;8;14,75;31,5;18,25;102,0230933;212,9836875;93,98800648;110,4318952;11;21;51,87490845;12,79370117;0;2349559,057;182829,3935;4,375127803;31554;10210;15448;2;allee_du_parc;2
DIJ-179;854453,1013;6692166,152;11;16,5;30;17,5;92,45155638;251,0080664;84,5149438;114,7734925;12;22;52,66132736;11,60927963;0;2023591,103;190735,8901;4,410286193;35052;11937;13734;0;allee_du_parc;2
DIJ-180;854474,536;6692094,547;7,5;19,75;32;19,5;77,67335028;202,7980839;88,62259415;122,0309607;13;23;51,37620544;12,16072845;0;1800105,488;198673,5251;4,579364877;38163;13263;11714;1;allee_du_parc;3
DIJ-181;854489,2479;6692020,668;11;21;34;22;94,27776955;194,2992786;112,9550183;133,8362392;15;24;50,16061211;12,80329132;0;1771644,731;197659,793;4,562994404;39736;14081;11510;1;allee_du_parc;2
DIJ-182;854525,736;6691936,935;12;19;43;35;112,4789929;201,4808947;150,057325;188,7345805;26;31;52,22016525;13,99740982;0;2053247,356;168935,8085;4,476702434;37104;14742;10875;0;allee_du_parc;3
DIJ-183;854518,3469;6691856,089;14;17;52;22;121,0646408;196,8284121;160,0278579;182,0594602;33;31;53,48261642;14,94346237;0;2332779,326;195617,3878;4,437346666;38511;15016;9648;0;allee_du_parc;3
DIJ-184;855274,3894;6692419,807;4;7,5;17;6;54,07667848;107,0492751;70,47918534;118,8542073;11;9;52,97301865;9,283584595;0;2082870,238;247999,7884;6,445530737;33161;9427;11745;1;petites_roches;3
DIJ-184B;855309,5842;6692373,208;6;8;17;8,25;61,39739287;103,1731499;85,05344196;137,2400999;12;9;52,64694214;9,782291412;0;2187058,863;241168,1574;6,479482914;31425;8848;11964;0;petites_roches;3
DIJ-185;855382,3089;6692414,754;6;8;18;7;62,12586203;113,5198331;78,19558459;121,8572072;12;8;52,54624176;10,30017471;0;2105037,087;246995,12;6,363318933;32663;10218;11991;1;petites_roches;4
DIJ-186;853466,1656;6692721,424;4;4;23;13;76,9853934;137,5152118;84,26764712;78,95921861;12;13;70,52760315;14,85077667;3,19371905;4755584,938;68062,98602;4,118755101;13192;4231;17759;1;cite_gastro;
DIJ-186B;852097,2743;6692305,924;4;6;26;8;60,37165805;135,4978111;97,24461831;131,3512651;13;13;55,80176163;17,07785034;0;6072665,069;104804,9426;4,797047895;22790;8655;13310;2;chateau_de_larrey;
DIJ-187;853411,651;6692631,275;3;5,25;19,5;16,25;54,73689286;119,1376351;69,19156143;108,0392391;11;13;69,09902191;17,3820343;318,2815037;4415908,737;72165,18008;4,694503755;14609;5165;17992;1;cite_gastro;
DIJ-187B;852117,3935;6692343,614;5;6;26;8;66,30045396;131,9547028;98,06974178;150,1677161;13;11;58,27870178;15,2853241;0;6493212,96;101948,3678;4,917669652;21709;8201;12617;2;chateau_de_larrey;
DIJ-188;853393,3418;6692806,722;3;6;20;18;40,31621716;123,1915699;52,90021704;81,45850381;12;13;66,24727631;17,47437286;11,56564694;4528795,368;62962,16113;4,457310992;11667;3475;15094;1;cite_gastro;
DIJ-188B;852068,2103;6692357,66;5;6;26;9;62,67445783;108,7558239;96,41949484;127,8760925;14;12;56,36124802;16,42059326;0;5921631,009;105114,3847;4,847962292;24172;9951;12305;2;chateau_de_larrey;
DIJ-188C;852107,5265;6692376,764;5;5;26;7,5;67,68438087;162,7546682;115,4579177;186,7174835;14;10;58,1266098;15,87740326;0;6706765,079;102088,2438;4,924084239;22553;8956;12664;2;chateau_de_larrey;4
DIJ-189;853239,8344;6692880,569;2;7;13;11,75;26,59906376;147,2293527;49,90875275;134,8367347;9;11;57,82785797;12,04792404;383,7572847;2281440,889;82348,49931;5,230681059;14872;5057;20968;1;cite_gastro;2
DIJ-190;853132,1326;6692925,726;4,5;9,25;13;9;48,24091749;166,0590156;55,43590897;74,38125767;8;11;56,67629623;10,68995285;0;2099467,418;177145,8506;6,959147136;21577;5788;20167;1;cite_gastro;3
DIJ-191;855166,6397;6695068,197;4;5;22;6;61,26132484;177,4278416;96,83250029;189,751572;13;9;60,25815964;13,01378632;0;8553480,824;159201,5068;5,382216495;36191;17623;7275;1;pascal_joffre;3
DIJ-192;855137,3969;6695099,526;4;5;20;6;54,62210024;163,6675435;88,18639514;160,0862915;12;9;59,66709137;12,51523972;0;7483180,929;154359,1706;5,24915329;37856;18399;7692;1;pascal_joffre;3
DIJ-193;855115,7003;6695133,929;4;4;20;5;50,86045143;164,3354867;88,18639514;162,0567192;11;9;59,18909836;11,22002029;0;6987028,598;130386,5297;5,100744821;35980;18350;8453;1;pascal_joffre;
DIJ-194;855093,2702;6695165,113;4;4;19;6,25;47,4601106;144,1691942;80,65099526;148,9725818;10;10;58,74194336;10,86538315;0;6092132,939;114442,6181;5,058155173;34207;17812;9175;1;pascal_joffre;2
DIJ-195;855066,9143;6695196,084;3;4,25;18;5;51,1011011;164,2036516;83,7987093;163,9315852;9;9;58,25366592;10,89108276;0;5550016,795;86093,11147;4,147694846;30008;15316;10771;1;pascal_joffre;
DIJ-196;855038,9176;6695234,354;3;3;18;3;77,40650747;198,9259156;135,6707627;199,8306405;8;8;57,23086166;11,60036469;0;5457889,46;61681,76036;3,094477038;25719;12695;13122;1;pascal_joffre;2
DIJ-197;855022,9584;6695256,639;2;3;16;5;68,60780904;227,322911;104,3814797;218,7121868;7;8;56,55356979;11,90874863;0;5362499,881;53422,88132;2,600443688;23982;11986;13341;1;pascal_joffre;
DIJ-198;854994,7344;6695301,191;3;3;15;6;51,34175076;237,2801277;89,27528002;222,4656328;7;8;55,76092529;12,57715225;0;5206752,59;48619,909;2,632077104;22524;11579;12174;1;pascal_joffre;
DIJ-199;854961,5624;6695348,952;3;4,75;14;6,5;60,09295104;239,1611719;101,1830439;201,9763766;7;8;55,69617081;12,65551662;0;5328929,386;41548,68665;2,721567483;19362;10287;11865;1;pascal_joffre;2
DIJ-200;854923,943;6695395,598;2;5;12,5;5,25;24,92041738;172,6215158;56,56595985;146,3408417;7;8;53,47470093;13,11318016;0;5348995,888;51020,07513;2,890186139;21460;11591;11666;1;pascal_joffre;1
DIJ-201;856107,5133;6692746,202;8;10,25;37;13;115,611207;165,9109799;104,205464;96,62703967;29;16;59,52376938;18,02679443;2439,352;6836037,665;42720,68134;4,037388111;19715;13389;12736;0;campus_nord;1
DIJ-202;856315,5984;6692706,565;4;6;17;12;116,5626337;250,6753727;89,99283663;93,04677112;14;16;54,29452515;15,79737091;169,9892961;5370240,322;71208,15585;3,923253125;22122;11339;15739;0;campus_nord;2
DIJ-202B;856413,4914;6692462,027;7;8;32;17;80,80815521;101,0221439;89,90123852;44,89413681;20;21;50,82663536;11,73123932;0;1055919,061;116615,8867;4,541718539;35233;19136;11451;0;campus;
DIJ-203;856505,3371;6692461,965;4;5;23;14;63,68673517;78,42437883;70,35425538;44,58842855;13;12;49,8756485;10,05330658;223,0080042;1054908,151;113166,3003;3,978641516;35114;16891;11423;1;campus;
DIJ-204;856451,2158;6692356,916;6;7,5;32;17;64,31770004;118,3762304;72,61243805;45,68152648;19;18;49,90424728;10,72543335;5316,149092;434972,6211;130100,0595;4,90428796;39888;24244;10415;1;campus;2
DIJ-205;856650,1207;6692388,623;4;5;28;23;64,33005164;123,5818193;82,04150104;53,29140597;15;16;52,24477768;10,85890579;1041,505251;1492509,862;57641,77298;3,599419066;27012;16649;14856;1;campus;3
DIJ-206;856727,3876;6692405,249;5;8,5;40;21,25;51,39222449;113,1429041;80,80537405;62,04763976;25;25;56,18220139;14,86306381;2224,876118;2132624,306;40475,51099;2,859111617;26773;16446;7390;1;campus;
DIJ-207;856801,0037;6692377,272;7;10;40;7,25;50,25457509;117,2441387;80,55232332;62,07974109;32;14;57,69329453;7,760448456;1654,544833;2282091,759;24588,40656;2,323533841;27254;19372;7592;1;campus;
DIJ-208;856770,021;6692343,853;6;10,5;42;7;70,53016425;120,4315407;86,97792255;56,50187399;31;18;56,36334229;9,893615723;1113,577687;2123585,905;25396,16534;2,524676684;26143;18505;10997;1;campus;0
DIJ-209;856725,2963;6692316,147;5;11,5;42;11;76,68864641;116,3773772;92,41486462;48,35518947;28;21;54,97618484;11,00667953;347,7068273;1790348,645;21814,20303;2,496552304;22278;16988;13345;1;campus;
DIJ-210;856693,8513;6692250,712;7;12;42;14;83,73676951;149,7919904;102,6289727;69,51336851;30;21;53,11711121;11,06864929;0;1447902,876;8608,532288;2,306389692;14103;12252;19792;0;campus;
DIJ-211;856191,7108;6692795,142;7;9;41;13;68,00094566;148,5272826;79,62874958;68,60563254;31;22;57,21184158;13,41394043;7727,127995;5183500,998;48646,24408;3,861777261;25045;17836;12664;1;campus_nord;
DIJ-212;856171,5448;6692839,085;6;10;41;12;51,87534481;115,877368;76,02908855;62,69367573;32;21;55,99629211;12,00771713;10536,28033;4573112,108;43220,68201;3,555192332;27161;20326;12059;1;campus_nord;3
DIJ-213;856152,5662;6692895,847;6;11;42,5;13,25;45,44385964;130,4703639;63,85111501;57,43970137;32;25;54,56147003;10,37745285;13179,31284;3326327,358;47670,27161;3,811597716;28222;21060;12612;0;campus_nord;3
DIJ-214;856162,6253;6692926,54;4;8,5;42,5;16,5;35,93682978;96,18506275;58,22391918;33,5053509;30;26;54,05618286;8,937862396;14096,34141;862972,2123;55730,06815;4,421979911;29508;21836;14494;0;campus_nord;3
DIJ-215;856160,2795;6692994,685;5;10;41;19;42,53768161;88,20856321;58,78652714;32,89402775;29;27;52,78343201;11,72647476;13492,43327;9021,352899;58173,1626;4,817639725;28057;20469;15579;0;campus_nord;1
DIJ-216;856149,9985;6693027,794;5;10;41;20;47,80709427;117,2539839;61,58734921;56,38581397;30;25;52,75482941;15,23965073;11594,88804;5649,062775;62986,5592;4,932133618;26133;18505;15280;0;campus_nord;2
DIJ-217;856217,6582;6693091,618;5,5;9,5;41,5;13,25;57,42238198;168,8780846;63,14959709;80,3543752;30;26;49,8327446;9,290607452;8730,032901;14460,45277;44083,65118;4,784327445;20028;14267;22699;0;campus_nord;2
DIJ-218;856245,7627;6693145,239;6;7;41;10;79,94000576;273,4438621;77,23030274;173,5564646;26;30;48,32641602;7,507801056;5234,192678;2230,869437;31795,20419;4,929168326;13793;9588;26128;1;campus_nord;3
DIJ-219;856222,8469;6692968,89;4;7;41;23,25;40,6716255;68,13344225;51,16023127;35,36275744;29;28;52,64519119;7,722309113;14392,37574;62799,36099;59426,01816;4,290368506;29936;21679;15724;1;campus_nord;2
DIJ-220;856235,3878;6692903,058;5;8;41;27;41,46757735;111,1102784;51,82616365;47,65284728;28;30;53,81784058;8,766254425;13263,30299;1961099,85;57730,71173;3,928043985;28670;20273;14302;0;campus_nord;1
DIJ-221;853058,3153;6692889,504;6,5;10;15,5;7;35,80468242;72,07702633;44,25688295;62,99015126;10;9;54,7859993;9,3048172;346,7219634;1360215,686;196604,9943;6,893260522;26143;8712;17710;2;coulee_verte;3
DIJ-221B;854742,1028;6696141,816;5,5;8;13;9,25;8,246050456;21,17324095;12,96440628;22,62698908;10;8;44,28498077;3,536426544;0;221207,1022;361293,3344;7,12259584;51824;26006;6702;2;chateau_de_pouilly;3
DIJ-222;853009,4289;6692876,255;6;9;16;8;24,09596448;60,3691469;37,4869645;56,48920288;10;8;53,95492172;8,327079773;577,4960969;941250,0431;240527,1734;6,450101622;30946;9661;13547;2;coulee_verte;4
DIJ-222B;854699,0282;6696093,834;4;6;10,5;8,25;4,164585928;10,10456383;7,724828328;15,04817967;9;10;44,28000259;4,990840912;0;755024,0198;216425,7146;6,648180645;47251;28443;7833;2;chateau_de_pouilly;3
DIJ-223;852966,1003;6692884,051;5;6;12;8;15,03439504;32,91414199;27,42894541;23,17011222;9;8;53,22161865;7,381931305;550,0688214;124483,3027;275180,024;6,352197854;33877;10280;12613;2;coulee_verte;4
DIJ-223B;854763,4989;6696113,409;5,5;9,5;12,5;9,75;6,633535538;16,24185245;9,761163824;20,78793244;10;9;44,19034576;1,424530029;0;148263,3869;395999,5404;7,017784989;56857;29589;4444;2;chateau_de_pouilly;3
DIJ-224;852900,1807;6692900,88;3;6;10;6;13,69147393;34,65074831;25,2815889;22,51070755;7;8;52,68929291;5,268928528;432,5712006;102891,3712;280111,4983;6,253319519;34502;11100;11709;2;coulee_verte;3
DIJ-224B;854797,4712;6696208,074;7;10;16;11,5;15,8606244;73,88516626;19,60965214;56,30032668;12;10;44,33478928;6,539894104;0;337087,5963;364634,4816;7,68692555;47262;19880;7866;2;chateau_de_pouilly;3
DIJ-225;852850,176;6692918,722;2;4,25;9,5;7,25;14,50912566;42,0492377;26,83158316;41,23913377;6;7;52,98804474;5,58398056;527,5678992;396805,9399;219671,1958;5,540794342;31022;10711;12550;1;coulee_verte;4
DIJ-225B;854783,1903;6696224,915;8;9;16;9,5;15,61964725;73,19734768;22,3016939;64,06325201;12;10;44,3298111;8,078983307;0;423851,8727;318688,5318;7,846338052;44315;19578;8934;2;chateau_de_pouilly;3
DIJ-226;854888,415;6696158,756;6;10;18;13,5;13,89902992;51,91442069;21,85861824;44,15136538;12;11;44,7382431;4,428001404;0;435961,4677;372763,4925;8,056209193;47621;18178;6930;2;chateau_de_pouilly;
