id_nestbox;site;year;date;laying_date;incubation_date;hatching_date;clutch_size;brood_size;fledgling_nb;success;success_manipulated;father_id;mother_id;id_bird;id_ring;species;sex;age;adult_mass;adult_tarsus_l;adult_wing_l;adult_aggress;nestling_mass;nestling_tarsus_l;nestling_wing_l
DIJ-085;conseil_regional;2022;08/05/2022;03/04/2022;11/04/2022;25/04/2022;10;9;9;1;0;8877407;8876517;CESINPM1285;V022470;PM;unknown;nestling;NA;NA;NA;NA;11,45;18,61;40,00
DIJ-085;conseil_regional;2022;08/05/2022;03/04/2022;11/04/2022;25/04/2022;10;9;9;1;0;8877407;8876517;CESINPM1286;V022471;PM;unknown;nestling;NA;NA;NA;NA;14,20;19,32;40,50
DIJ-085;conseil_regional;2022;08/05/2022;03/04/2022;11/04/2022;25/04/2022;10;9;9;1;0;8877407;8876517;CESINPM1287;V022472;PM;unknown;nestling;NA;NA;NA;NA;11,96;18,26;35,00
DIJ-085;conseil_regional;2022;08/05/2022;03/04/2022;11/04/2022;25/04/2022;10;9;9;1;0;8877407;8876517;CESINPM1288;V022473;PM;unknown;nestling;NA;NA;NA;NA;14,08;19,33;42,00
DIJ-085;conseil_regional;2022;08/05/2022;03/04/2022;11/04/2022;25/04/2022;10;9;9;1;0;8877407;8876517;CESINPM1289;V022474;PM;unknown;nestling;NA;NA;NA;NA;13,88;19,09;37,00
DIJ-085;conseil_regional;2022;08/05/2022;03/04/2022;11/04/2022;25/04/2022;10;9;9;1;0;8877407;8876517;CESINPM1290;V022475;PM;unknown;nestling;NA;NA;NA;NA;12,33;18,95;41,50
DIJ-085;conseil_regional;2022;08/05/2022;03/04/2022;11/04/2022;25/04/2022;10;9;9;1;0;8877407;8876517;CESINPM1291;V022476;PM;unknown;nestling;NA;NA;NA;NA;12,11;19,10;37,00
DIJ-085;conseil_regional;2022;08/05/2022;03/04/2022;11/04/2022;25/04/2022;10;9;9;1;0;8877407;8876517;CESINPM1293;V022477;PM;unknown;nestling;NA;NA;NA;NA;12,48;18,52;40,00
DIJ-085;conseil_regional;2022;08/05/2022;03/04/2022;11/04/2022;25/04/2022;10;9;9;1;0;8877407;8876517;CESINPM1294;V022478;PM;unknown;nestling;NA;NA;NA;NA;10,09;17,38;32,00
DIJ-086;arquebuse;2022;02/05/2022;28/03/2022;04/04/2022;20/04/2022;9;9;0;0;0;NA;NA;DIJ-086-2022;NA;PM;unknown;nestling;NA;NA;NA;NA;NA;NA;NA
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;0;NA;8877003;THPAGPM0023;8877003;PM;female;two;15,82;19,20;70,00;0,0;NA;NA;NA
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;0;NA;8877003;THPAGPM0024;V011012;PM;unknown;nestling;NA;NA;NA;NA;13,55;18,63;42,00
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;0;NA;8877003;THPAGPM0025;V011013;PM;unknown;nestling;NA;NA;NA;NA;13,30;19,36;41,50
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;0;NA;8877003;THPAGPM0026;V011014;PM;unknown;nestling;NA;NA;NA;NA;14,50;18,53;41,00
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;0;NA;8877003;THPAGPM0027;V011015;PM;unknown;nestling;NA;NA;NA;NA;12,64;18,93;38,00
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;0;NA;8877003;THPAGPM0028;V011016;PM;unknown;nestling;NA;NA;NA;NA;14,43;19,69;43,00
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;0;NA;8877003;THPAGPM0029;V011017;PM;unknown;nestling;NA;NA;NA;NA;13,33;18,51;39,00
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;0;NA;8877003;THPAGPM0030;V011018;PM;unknown;nestling;NA;NA;NA;NA;14,38;19,21;42,00
DIJ-087;arquebuse;2021;30/04/2021;27/03/2021;03/04/2021;17/04/2021;9;9;8;1;0;NA;8877003;THPAGPM0031;V011019;PM;unknown;nestling;NA;NA;NA;NA;8,18;16,48;28,00
DIJ-088;arquebuse;2019;03/05/2019;31/03/2019;NA;NA;7;6;6;1;0;NA;NA;VIGARPM0049;8382439;PM;unknown;nestling;NA;NA;NA;NA;16,58;NA;NA
DIJ-088;arquebuse;2019;03/05/2019;31/03/2019;NA;NA;7;6;6;1;0;NA;NA;CLPECPM0040;8382441;PM;unknown;nestling;NA;NA;NA;NA;15,62;NA;NA
DIJ-088;arquebuse;2019;03/05/2019;31/03/2019;NA;NA;7;6;6;1;0;NA;NA;VIGARPM0050;8382440;PM;unknown;nestling;NA;NA;NA;NA;15,25;NA;NA
DIJ-088;arquebuse;2019;03/05/2019;31/03/2019;NA;NA;7;6;6;1;0;NA;NA;CLPECPM0041;8382442;PM;unknown;nestling;NA;NA;NA;NA;15,28;NA;NA
DIJ-088;arquebuse;2019;03/05/2019;31/03/2019;NA;NA;7;6;6;1;0;NA;NA;VIGARPM0051;8382443;PM;unknown;nestling;NA;NA;NA;NA;14,99;NA;NA
DIJ-088;arquebuse;2019;03/05/2019;31/03/2019;NA;NA;7;6;6;1;0;NA;NA;CLPECPM0042;8382444;PM;unknown;nestling;NA;NA;NA;NA;14,83;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;0;NA;NA;CLPECPM0025;8382404;PM;unknown;nestling;NA;NA;NA;NA;11,91;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;0;NA;NA;VIGARPM0036;8382405;PM;unknown;nestling;NA;NA;NA;NA;14,13;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;0;NA;NA;VIGARPM0037;8382406;PM;unknown;nestling;NA;NA;NA;NA;15,20;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;0;NA;NA;CLPECPM0026;8382407;PM;unknown;nestling;NA;NA;NA;NA;13,70;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;0;NA;NA;CLPECPM0027;8382408;PM;unknown;nestling;NA;NA;NA;NA;15,13;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;0;NA;NA;VIGARPM0038;8382409;PM;unknown;nestling;NA;NA;NA;NA;14,14;NA;NA
DIJ-090;arquebuse;2019;02/05/2019;27/03/2019;NA;NA;9;9;7;1;0;NA;NA;CLPECPM0028;8382410;PM;unknown;nestling;NA;NA;NA;NA;15,47;NA;NA
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;0;1299BFC;NA;CESINPM0089;1299BFC;PM;male;more_than_two;17,89;20,28;77,00;2,0;NA;NA;NA
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;0;1299BFC;NA;CESINPM0090;V011191;PM;unknown;nestling;NA;NA;NA;NA;13,86;19,57;39,50
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;0;1299BFC;NA;CESINPM0091;V011192;PM;unknown;nestling;NA;NA;NA;NA;15,10;19,50;40,00
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;0;1299BFC;NA;CESINPM0092;V011193;PM;unknown;nestling;NA;NA;NA;NA;14,77;19,40;42,00
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;0;1299BFC;NA;CESINPM0093;V011194;PM;unknown;nestling;NA;NA;NA;NA;14,90;19,74;42,00
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;0;1299BFC;NA;CESINPM0094;V011195;PM;unknown;nestling;NA;NA;NA;NA;12,93;18,76;33,50
DIJ-090;arquebuse;2021;05/05/2021;02/04/2021;08/04/2021;22/04/2021;8;7;6;1;0;1299BFC;NA;CESINPM0095;V011196;PM;unknown;nestling;NA;NA;NA;NA;14,73;19,79;42,00
DIJ-090;arquebuse;2022;18/04/2022;10/04/2022;NA;NA;4;0;0;0;0;NA;NA;DIJ-090-2022;NA;PM;unknown;nestling;NA;NA;NA;NA;NA;NA;NA
DIJ-091;arquebuse;2019;21/05/2019;12/04/2019;NA;NA;14;5;5;1;0;NA;NA;COABICC0039;8790727;CC;unknown;nestling;NA;NA;NA;NA;10,43;NA;NA
DIJ-091;arquebuse;2019;21/05/2019;12/04/2019;NA;NA;14;5;5;1;0;NA;NA;COABICC0040;8790754;CC;unknown;nestling;NA;NA;NA;NA;7,25;NA;NA
DIJ-091;arquebuse;2019;21/05/2019;12/04/2019;NA;NA;14;5;5;1;0;NA;NA;COABICC0041;8790755;CC;unknown;nestling;NA;NA;NA;NA;5,45;NA;NA
DIJ-091;arquebuse;2019;21/05/2019;12/04/2019;NA;NA;14;5;5;1;0;NA;NA;COABICC0042;8790756;CC;unknown;nestling;NA;NA;NA;NA;9,38;NA;NA
DIJ-091;arquebuse;2019;21/05/2019;12/04/2019;NA;NA;14;5;5;1;0;NA;NA;COABICC0043;8790757;CC;unknown;nestling;NA;NA;NA;NA;5,43;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;0;NA;8791396;CLPECCC0008;8791404;CC;male;more_than_one;NA;NA;NA;NA;NA;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;0;8791404;NA;CLPECCC0009;8791396;CC;female;more_than_one;10,98;NA;NA;NA;NA;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;0;8791404;8791396;CLPECCC0424;8791395;CC;unknown;nestling;NA;NA;NA;NA;7,03;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;0;8791404;8791396;VIGARCC0389;8791397;CC;unknown;nestling;NA;NA;NA;NA;8,71;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;0;8791404;8791396;VIGARCC0390;8791398;CC;unknown;nestling;NA;NA;NA;NA;5,58;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;0;8791404;8791396;CLPECCC0425;8791399;CC;unknown;nestling;NA;NA;NA;NA;6,18;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;0;8791404;8791396;CLPECCC0426;8791401;CC;unknown;nestling;NA;NA;NA;NA;5,68;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;0;8791404;8791396;VIGARCC0391;8791402;CC;unknown;nestling;NA;NA;NA;NA;6,01;NA;NA
DIJ-092;arquebuse;2019;13/05/2019;04/04/2019;NA;NA;10;9;7;1;0;8791404;8791396;CLPECCC0427;8791403;CC;unknown;nestling;NA;NA;NA;NA;5,39;NA;NA
DIJ-092;arquebuse;2020;04/05/2020;29/03/2020;NA;NA;7;7;7;1;0;NA;NA;LAPOLCC0015;8791886;CC;unknown;nestling;NA;NA;NA;NA;11,40;16,75;NA
DIJ-092;arquebuse;2020;04/05/2020;29/03/2020;NA;NA;7;7;7;1;0;NA;NA;LAPOLCC0016;8791887;CC;unknown;nestling;NA;NA;NA;NA;10,48;16,22;NA
DIJ-093;arquebuse;2020;27/04/2020;25/03/2020;NA;NA;8;8;8;1;0;8382541;NA;LAPOLPM0011;8791840;PM;unknown;nestling;NA;NA;NA;NA;14,92;18,50;NA
DIJ-093;arquebuse;2020;27/04/2020;25/03/2020;NA;NA;8;8;8;1;0;8382541;NA;LAPOLPM0012;8791841;PM;unknown;nestling;NA;NA;NA;NA;15,79;19,34;NA
DIJ-093;arquebuse;2020;24/04/2020;25/03/2020;NA;NA;8;8;8;1;0;8382541;NA;STGARPM0029;8382541;PM;male;more_than_one;17,52;20,05;75,00;NA;NA;NA;NA
DIJ-093;arquebuse;2021;23/04/2021;31/03/2021;10/04/2021;NA;12;0;0;0;0;NA;NA;DIJ-093-2021;NA;CC;unknown;nestling;NA;NA;NA;NA;NA;NA;NA
DIJ-093;arquebuse;2022;08/05/2022;31/03/2022;10/04/2022;25/04/2022;12;NA;NA;NA;0;NA;NA;DIJ-093-2022;NA;CC;unknown;nestling;NA;NA;NA;NA;NA;NA;NA
DIJ-094;arquebuse;2022;11/05/2022;04/04/2022;14/04/2022;28/04/2022;11;NA;NA;NA;0;NA;NA;DIJ-094-2022;NA;CC;unknown;nestling;NA;NA;NA;NA;NA;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;0;NA;8791413;CLPECCC0013;8791413;CC;female;more_than_one;10,00;NA;NA;NA;NA;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;0;NA;8791413;CLPECCC0430;8791411;CC;unknown;nestling;NA;NA;NA;NA;6,82;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;0;NA;8791413;CLPECCC0431;8791412;CC;unknown;nestling;NA;NA;NA;NA;5,44;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;0;NA;8791413;CLPECCC0432;8791413;CC;unknown;nestling;NA;NA;NA;NA;6,05;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;0;NA;8791413;VIGARCC0395;8791414;CC;unknown;nestling;NA;NA;NA;NA;6,20;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;0;NA;8791413;CLPECCC0433;8791415;CC;unknown;nestling;NA;NA;NA;NA;8,97;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;0;NA;8791413;VIGARCC0396;8791417;CC;unknown;nestling;NA;NA;NA;NA;5,87;NA;NA
DIJ-096;arquebuse;2019;13/05/2019;03/04/2019;NA;NA;11;7;7;1;0;NA;8791413;CLPECCC0434;8791416;CC;unknown;nestling;NA;NA;NA;NA;4,95;NA;NA
DIJ-096;arquebuse;2020;15/05/2020;16/04/2020;NA;NA;7;6;0;0;0;8791967;NA;BRFAIPM0811;8791967;PM;male;more_than_one;16,73;19,89;71,50;NA;NA;NA;NA
DIJ-096;arquebuse;2020;19/05/2020;16/04/2020;NA;06/05/2020;7;6;0;0;0;NA;NA;DIJ-096-2020;NA;PM;unknown;nestling;NA;NA;NA;NA;NA;NA;NA
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;0;NA;8877054;THPAGPM0872;8877054;PM;female;more_than_two;15,99;19,45;75,00;2,0;NA;NA;NA
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;0;NA;8877054;THPAGPM0873;V010384;PM;unknown;nestling;NA;NA;NA;NA;14,52;19,46;41,00
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;0;NA;8877054;THPAGPM0874;V010385;PM;unknown;nestling;NA;NA;NA;NA;15,38;18,80;42,00
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;0;NA;8877054;THPAGPM0875;V010386;PM;unknown;nestling;NA;NA;NA;NA;11,68;16,64;33,00
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;0;NA;8877054;THPAGPM0876;V010387;PM;unknown;nestling;NA;NA;NA;NA;16,15;20,73;44,00
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;0;NA;8877054;THPAGPM0877;V010388;PM;unknown;nestling;NA;NA;NA;NA;15,42;19,21;43,50
DIJ-096;arquebuse;2021;20/05/2021;19/04/2021;24/04/2021;07/05/2021;7;7;6;1;0;NA;8877054;THPAGPM0878;V010389;PM;unknown;nestling;NA;NA;NA;NA;14,30;19,41;41,00
DIJ-096;arquebuse;2022;14/05/2022;11/04/2022;15/04/2022;01/05/2022;6;3;1;1;0;NA;7556111;THPAGPM1514;7556111;PM;female;more_than_two;17,61;19,38;72,50;2,5;NA;NA;NA
DIJ-096;arquebuse;2022;14/05/2022;11/04/2022;15/04/2022;01/05/2022;6;3;1;1;0;NA;7556111;THPAGPM1515;V022919;PM;unknown;nestling;NA;NA;NA;NA;16,68;19,24;48,50
DIJ-097;arquebuse;2020;15/05/2020;12/04/2020;NA;02/05/2020;9;NA;0;0;0;NA;NA;DIJ-097-2020;NA;CC;unknown;nestling;NA;NA;NA;NA;NA;NA;NA
DIJ-097;arquebuse;2021;21/05/2021;19/04/2021;24/04/2021;08/05/2021;7;7;6;1;0;8382544;8877055;THPAGPM0887;8382544;PM;male;more_than_two;17,07;20,18;73,00;2,5;NA;NA;NA
DIJ-097;arquebuse;2021;21/05/2021;19/04/2021;24/04/2021;08/05/2021;7;7;6;1;0;8382544;8877055;THPAGPM0888;8877055;PM;female;two;15,15;18,23;70,00;3,0;NA;NA;NA
DIJ-097;arquebuse;2021;21/05/2021;19/04/2021;24/04/2021;08/05/2021;7;7;6;1;0;8382544;8877055;THPAGPM0889;V010390;PM;unknown;nestling;NA;NA;NA;NA;13,36;18,83;40,00
DIJ-097;arquebuse;2021;21/05/2021;19/04/2021;24/04/2021;08/05/2021;7;7;6;1;0;8382544;8877055;THPAGPM0890;V010391;PM;unknown;nestling;NA;NA;NA;NA;14,44;19,58;44,00
DIJ-097;arquebuse;2021;21/05/2021;19/04/2021;24/04/2021;08/05/2021;7;7;6;1;0;8382544;8877055;THPAGPM0891;V010392;PM;unknown;nestling;NA;NA;NA;NA;13,65;18,53;43,00
DIJ-097;arquebuse;2021;21/05/2021;19/04/2021;24/04/2021;08/05/2021;7;7;6;1;0;8382544;8877055;THPAGPM0892;V010393;PM;unknown;nestling;NA;NA;NA;NA;15,19;18,78;43,50
DIJ-097;arquebuse;2021;21/05/2021;19/04/2021;24/04/2021;08/05/2021;7;7;6;1;0;8382544;8877055;THPAGPM0893;V010394;PM;unknown;nestling;NA;NA;NA;NA;14,40;19,90;44,00
DIJ-097;arquebuse;2021;21/05/2021;19/04/2021;24/04/2021;08/05/2021;7;7;6;1;0;8382544;8877055;THPAGPM0894;V010395;PM;unknown;nestling;NA;NA;NA;NA;13,62;19,19;43,00
DIJ-098;arquebuse;2019;03/05/2019;28/03/2019;NA;NA;9;9;8;1;0;NA;NA;CLPECPM0034;8382427;PM;unknown;nestling;NA;NA;NA;NA;11,69;NA;NA
DIJ-098;arquebuse;2019;03/05/2019;28/03/2019;NA;NA;9;9;8;1;0;NA;NA;VIGARPM0044;8382429;PM;unknown;nestling;NA;NA;NA;NA;12,79;NA;NA
DIJ-098;arquebuse;2019;03/05/2019;28/03/2019;NA;NA;9;9;8;1;0;NA;NA;CLPECPM0035;8382430;PM;unknown;nestling;NA;NA;NA;NA;13,33;NA;NA
DIJ-098;arquebuse;2019;03/05/2019;28/03/2019;NA;NA;9;9;8;1;0;NA;NA;VIGARPM0045;8382431;PM;unknown;nestling;NA;NA;NA;NA;14,26;NA;NA
DIJ-098;arquebuse;2019;03/05/2019;28/03/2019;NA;NA;9;9;8;1;0;NA;NA;CLPECPM0036;8382432;PM;unknown;nestling;NA;NA;NA;NA;12,42;NA;NA
DIJ-098;arquebuse;2019;03/05/2019;28/03/2019;NA;NA;9;9;8;1;0;NA;NA;VIGARPM0046;8382433;PM;unknown;nestling;NA;NA;NA;NA;13,31;NA;NA
DIJ-098;arquebuse;2019;03/05/2019;28/03/2019;NA;NA;9;9;8;1;0;NA;NA;CLPECPM0037;8382434;PM;unknown;nestling;NA;NA;NA;NA;14,25;NA;NA
DIJ-098;arquebuse;2019;03/05/2019;28/03/2019;NA;NA;9;9;8;1;0;NA;NA;VIGARPM0047;8382435;PM;unknown;nestling;NA;NA;NA;NA;12,86;NA;NA
DIJ-098;arquebuse;2021;07/05/2021;05/04/2021;09/04/2021;24/04/2021;6;6;5;1;0;NA;8382542;CESINPM0165;8382542;PM;female;more_than_two;17,37;19,35;71,00;3,0;NA;NA;NA
DIJ-098;arquebuse;2021;07/05/2021;05/04/2021;09/04/2021;24/04/2021;6;6;5;1;0;NA;8382542;CESINPM0166;V011249;PM;unknown;nestling;NA;NA;NA;NA;13,74;18,02;32,00
DIJ-098;arquebuse;2021;07/05/2021;05/04/2021;09/04/2021;24/04/2021;6;6;5;1;0;NA;8382542;CESINPM0167;V011250;PM;unknown;nestling;NA;NA;NA;NA;14,25;19,20;40,00
DIJ-098;arquebuse;2021;07/05/2021;05/04/2021;09/04/2021;24/04/2021;6;6;5;1;0;NA;8382542;CESINPM0168;V011251;PM;unknown;nestling;NA;NA;NA;NA;16,32;19,05;37,00
DIJ-098;arquebuse;2021;07/05/2021;05/04/2021;09/04/2021;24/04/2021;6;6;5;1;0;NA;8382542;CESINPM0169;V011252;PM;unknown;nestling;NA;NA;NA;NA;11,30;17,55;31,00
DIJ-098;arquebuse;2021;07/05/2021;05/04/2021;09/04/2021;24/04/2021;6;6;5;1;0;NA;8382542;CESINPM0170;V011253;PM;unknown;nestling;NA;NA;NA;NA;14,56;18,55;36,00
DIJ-098;arquebuse;2022;05/05/2022;27/03/2022;06/04/2022;22/04/2022;8;8;6;1;1;0334BFC;8382542;CESINPM1135;0334BFC;PM;male;more_than_two;16,53;19,82;78,00;2,0;NA;NA;NA
DIJ-098;arquebuse;2022;05/05/2022;27/03/2022;06/04/2022;22/04/2022;8;8;6;1;1;0334BFC;8382542;CESINPM1136;8382542;PM;female;more_than_two;16,10;19,41;73,00;2,0;NA;NA;NA
DIJ-098;arquebuse;2022;05/05/2022;27/03/2022;06/04/2022;22/04/2022;8;8;6;1;1;0334BFC;8382542;CESINPM1129;V022345;PM;unknown;nestling;NA;NA;NA;NA;16,45;18,78;41,00
DIJ-098;arquebuse;2022;05/05/2022;27/03/2022;06/04/2022;22/04/2022;8;8;6;1;1;0334BFC;8382542;CESINPM1130;V022346;PM;unknown;nestling;NA;NA;NA;NA;15,21;19,17;44,00
DIJ-098;arquebuse;2022;05/05/2022;27/03/2022;06/04/2022;22/04/2022;8;8;6;1;1;0334BFC;8382542;CESINPM1131;V022347;PM;unknown;nestling;NA;NA;NA;NA;14,53;18,74;43,50
DIJ-098;arquebuse;2022;05/05/2022;27/03/2022;06/04/2022;22/04/2022;8;8;6;1;1;0334BFC;8382542;CESINPM1132;V022348;PM;unknown;nestling;NA;NA;NA;NA;14,09;19,08;42,50
DIJ-098;arquebuse;2022;05/05/2022;27/03/2022;06/04/2022;22/04/2022;8;8;6;1;1;0334BFC;8382542;CESINPM1133;V022349;PM;unknown;nestling;NA;NA;NA;NA;13,43;18,58;40,00
DIJ-098;arquebuse;2022;05/05/2022;27/03/2022;06/04/2022;22/04/2022;8;8;6;1;1;0334BFC;8382542;CESINPM1134;V022350;PM;unknown;nestling;NA;NA;NA;NA;14,12;18,76;39,00
DIJ-099;arquebuse;2019;09/05/2019;03/04/2019;NA;NA;9;8;2;1;0;NA;8790934;CLPECCC0001;8790934;CC;female;more_than_one;10,83;NA;61,0;NA;NA;NA;NA
DIJ-099;arquebuse;2019;09/05/2019;03/04/2019;NA;NA;9;8;2;1;0;NA;8790934;CLPECCC0240;8790933;CC;unknown;nestling;NA;NA;NA;NA;7,98;NA;NA
DIJ-099;arquebuse;2019;09/05/2019;03/04/2019;NA;NA;9;8;2;1;0;NA;8790934;CLPECCC0241;8790935;CC;unknown;nestling;NA;NA;NA;NA;7,96;NA;NA
DIJ-099;arquebuse;2020;24/04/2020;27/03/2020;NA;NA;7;7;7;1;0;NA;8382542;STGARPM0031;8382542;PM;female;more_than_one;17,01;19,22;73,00;NA;NA;NA;NA
DIJ-099;arquebuse;2020;29/04/2020;27/03/2020;NA;NA;7;7;7;1;0;NA;8382542;LAPOLPM0021;8791852;PM;unknown;nestling;NA;NA;NA;NA;16,77;19,92;NA
DIJ-099;arquebuse;2020;29/04/2020;27/03/2020;NA;NA;7;7;7;1;0;NA;8382542;LAPOLPM0022;8791853;PM;unknown;nestling;NA;NA;NA;NA;16,12;18,62;NA
DIJ-099;arquebuse;2021;21/05/2021;17/04/2021;25/04/2021;08/05/2021;10;10;6;1;0;NA;NA;THPAGCC0895;NA;CC;unknown;nestling;NA;NA;NA;NA;5,40;12,91;22,00
DIJ-099;arquebuse;2021;21/05/2021;17/04/2021;25/04/2021;08/05/2021;10;10;6;1;0;NA;NA;THPAGCC0896;NA;CC;unknown;nestling;NA;NA;NA;NA;5,90;13,44;22,00
DIJ-099;arquebuse;2021;21/05/2021;17/04/2021;25/04/2021;08/05/2021;10;10;6;1;0;NA;NA;THPAGCC0897;NA;CC;unknown;nestling;NA;NA;NA;NA;7,39;14,96;27,00
DIJ-099;arquebuse;2021;21/05/2021;17/04/2021;25/04/2021;08/05/2021;10;10;6;1;0;NA;NA;THPAGCC0898;NA;CC;unknown;nestling;NA;NA;NA;NA;4,89;13,07;20,00
DIJ-099;arquebuse;2021;21/05/2021;17/04/2021;25/04/2021;08/05/2021;10;10;6;1;0;NA;NA;THPAGCC0899;NA;CC;unknown;nestling;NA;NA;NA;NA;6,62;13,97;23,00
DIJ-099;arquebuse;2021;21/05/2021;17/04/2021;25/04/2021;08/05/2021;10;10;6;1;0;NA;NA;THPAGCC0900;NA;CC;unknown;nestling;NA;NA;NA;NA;5,04;12,79;20,00
DIJ-101;arquebuse;2020;29/04/2020;28/03/2020;NA;NA;7;7;7;1;0;NA;8791408;BRFAIPM0524;8791408;PM;female;more_than_one;18,15;20,43;73,50;NA;NA;NA;NA
DIJ-101;arquebuse;2022;02/05/2022;29/03/2022;05/04/2022;19/04/2022;9;NA;NA;NA;0;NA;NA;DIJ-101-2022;NA;CC;unknown;nestling;NA;NA;NA;NA;NA;NA;NA
DIJ-102;arquebuse;2021;15/05/2021;04/03/2021;12/04/2021;02/05/2021;10;10;8;1;0;NA;NA;THPAGCC0810;V010343;CC;unknown;nestling;NA;NA;NA;NA;7,27;14,95;26,50
DIJ-102;arquebuse;2021;15/05/2021;04/03/2021;12/04/2021;02/05/2021;10;10;8;1;0;NA;NA;THPAGCC0811;V010344;CC;unknown;nestling;NA;NA;NA;NA;7,00;14,69;28,00
DIJ-102;arquebuse;2021;15/05/2021;04/03/2021;12/04/2021;02/05/2021;10;10;8;1;0;NA;NA;THPAGCC0812;V010345;CC;unknown;nestling;NA;NA;NA;NA;8,05;15,89;31,00
DIJ-102;arquebuse;2021;15/05/2021;04/03/2021;12/04/2021;02/05/2021;10;10;8;1;0;NA;NA;THPAGCC0813;V010346;CC;unknown;nestling;NA;NA;NA;NA;6,28;14,93;26,00
DIJ-102;arquebuse;2021;15/05/2021;04/03/2021;12/04/2021;02/05/2021;10;10;8;1;0;NA;NA;THPAGCC0814;V010347;CC;unknown;nestling;NA;NA;NA;NA;6,04;14,60;25,00
DIJ-102;arquebuse;2021;15/05/2021;04/03/2021;12/04/2021;02/05/2021;10;10;8;1;0;NA;NA;THPAGCC0815;V010348;CC;unknown;nestling;NA;NA;NA;NA;6,96;14,43;30,50
