id_nestbox;year;breeding_window;laying_date;flight_date;clutch_size;brood_size;fledgling_nb;success_manipulated;father_id;mother_id;species;mass;tarsus_length;wing_length;temp_station_id;cumdd_30;cumdd_60;cumdd_between;min_t_before;min_t_between;mean_winter_t;sd_winter_t
DIJ-098;2019;early_2019;2019-03-28;2019-05-03;9;9;8;0;NA;NA;PM;13,11375000000000;NA;NA;s42;258,970;420,830;379,650;-0,873;-0,563;5,78057411504425;3,64153668413190
DIJ-098;2021;late_2021;2021-04-05;2021-05-07;6;6;5;0;NA;8382542;PM;14,03400000000000;18,4740000000000;35,2000000000000;s66;NA;517,720;NA;NA;NA;5,06862980769231;3,78134381354151
DIJ-098;2022;early_2022;2022-03-27;2022-05-05;8;8;6;1;0334BFC;8382542;PM;14,63833333333333;18,8516666666667;41,6666666666667;s66;239,690;410,200;435,430;-2,480;-1,900;5,06862980769231;3,78134381354151
DIJ-099;2019;late_2019;2019-04-03;2019-05-09;9;8;2;0;NA;8790934;CC;7,97000000000000;NA;NA;s42;272,390;467,520;367,010;-0,873;-0,563;5,78057411504425;3,64153668413190
DIJ-099;2020;early_2020;2020-03-27;2020-04-29;7;7;7;0;NA;8382542;PM;16,44500000000000;19,2700000000000;NA;s42;238,430;477,470;418,620;-0,199;-0,395;5,78057411504425;3,64153668413190
DIJ-099;2021;late_2021;2021-04-17;2021-05-21;10;10;6;0;NA;NA;CC;5,87333333333333;13,5233333333333;22,3333333333333;s66;NA;602,510;NA;NA;NA;5,06862980769231;3,78134381354151
DIJ-102;2021;early_2021;2021-03-04;2021-05-15;10;10;8;0;NA;NA;CC;7,34250000000000;15,1512500000000;28,7500000000000;s66;215,470;328,140;NA;-8,030;NA;5,06862980769231;3,78134381354151
DIJ-102;2022;early_2022;2022-03-28;2022-05-03;10;9;9;0;NA;NA;CC;11,20222222222222;17,1922222222222;36,2222222222222;s66;246,830;422,620;392,550;-2,480;-1,900;5,06862980769231;3,78134381354151
DIJ-103;2020;early_2020;2020-04-01;2020-04-27;8;8;8;0;NA;8382540;PM;16,75500000000000;19,5000000000000;NA;s42;243,670;482,340;352,080;0,715;-0,395;5,78057411504425;3,64153668413190
DIJ-104;2019;early_2019;2019-04-01;2019-05-03;8;6;3;0;NA;NA;PM;17,44333333333334;NA;NA;s42;264,110;453,130;333,070;-0,873;-0,563;5,78057411504425;3,64153668413190
DIJ-105;2019;early_2019;2019-03-31;2019-05-04;9;9;9;0;NA;NA;PM;16,10111111111111;NA;NA;s42;262,310;444,220;357,300;-0,873;-0,563;5,78057411504425;3,64153668413190
DIJ-105;2020;early_2020;2020-03-26;2020-04-30;8;7;5;0;NA;7556298;PM;16,56000000000000;19,0500000000000;NA;s42;241,480;474,330;439,410;-0,199;-0,395;5,78057411504425;3,64153668413190
DIJ-106;2019;late_2019;2019-04-03;2019-05-14;14;14;8;0;NA;NA;CC;7,10250000000000;NA;NA;s42;272,390;467,520;427,770;-0,873;-0,563;5,78057411504425;3,64153668413190
DIJ-106;2020;early_2020;2020-04-01;2020-05-05;8;8;8;0;NA;NA;CC;9,16000000000000;15,2950000000000;NA;s42;243,670;482,340;463,880;0,715;-0,395;5,78057411504425;3,64153668413190
DIJ-108;2019;late_2019;2019-04-11;2019-05-13;7;7;5;0;NA;8791408;PM;11,96800000000000;NA;NA;s42;265,520;500,790;345,050;-0,873;-0,563;5,78057411504425;3,64153668413190
DIJ-109;2020;late_2020;2020-04-07;2020-05-11;9;9;6;0;NA;NA;PM;14,46000000000000;19,1400000000000;NA;s42;263,840;480,220;502,080;-0,395;4,714;5,78057411504425;3,64153668413190
DIJ-109;2021;late_2021;2021-04-10;2021-05-16;8;8;4;0;NA;8877051;PM;12,42000000000000;17,0000000000000;33,2500000000000;s66;NA;537,420;NA;NA;NA;5,06862980769231;3,78134381354151
DIJ-109;2022;late_2022;2022-04-08;2022-05-01;12;12;11;0;NA;NA;CC;10,16818181818182;16,4218181818182;39,7727272727273;s66;275,040;460,150;284,570;-2,020;0,380;5,06862980769231;3,78134381354151
DIJ-110;2019;late_2019;2019-04-10;2019-05-13;6;6;6;0;NA;7556111;PM;14,38000000000000;NA;NA;s42;260,700;499,240;356,150;-0,873;-0,563;5,78057411504425;3,64153668413190
DIJ-110;2021;late_2021;2021-04-13;2021-04-30;6;0;0;0;NA;NA;PM;NA;NA;NA;s66;NA;566,540;NA;NA;NA;5,06862980769231;3,78134381354151
DIJ-111;2019;early_2019;2019-03-29;2019-05-03;10;10;4;0;NA;NA;PM;16,82000000000000;NA;NA;s09;280,890;464,320;401,820;-0,367;1,017;6,23950884955752;3,81838961756656
DIJ-111;2022;late_2022;2022-04-04;2022-05-07;9;9;10;1;NA;NA;PM;14,65700000000000;19,2940000000000;42,2500000000000;s67;267,500;463,810;414,820;-1,990;0,740;5,52811203319502;3,93854016206889
DIJ-112;2020;early_2020;2020-03-31;2020-05-05;7;6;5;0;8791881;NA;PM;16,44500000000000;18,5150000000000;NA;s09;263,640;513,850;507,010;0,550;1,530;6,23950884955752;3,81838961756656
DIJ-112;2021;early_2021;2021-04-03;2021-05-11;9;9;4;0;NA;NA;CC;7,03750000000000;15,2100000000000;28,3750000000000;s67;242,530;451,870;378,670;-0,590;-1,470;5,52811203319502;3,93854016206889
DIJ-113;2019;early_2019;2019-03-26;2019-04-30;9;9;8;0;NA;0917BFC;PM;13,47875000000000;18,0875000000000;42,1250000000000;s09;282,730;444,360;394,950;-0,367;1,017;6,23950884955752;3,81838961756656
DIJ-113;2022;early_2022;2022-04-01;2022-05-05;7;7;7;0;NA;NA;PM;16,95714285714286;19,5800000000000;46,7857142857143;s67;283,600;474,430;393,770;-1,990;-1,500;5,52811203319502;3,93854016206889
DIJ-114;2020;early_2020;2020-03-26;2020-04-26;7;7;6;0;0325BFC;NA;PM;18,14500000000000;19,4600000000000;NA;s09;258,170;501,670;412,890;0,220;0,630;6,23950884955752;3,81838961756656
DIJ-114;2021;early_2021;2021-04-04;2021-05-11;7;6;6;0;NA;8877026;PM;14,79666666666667;18,6266666666667;42,1666666666667;s67;242,940;450,090;368,410;-0,590;-1,470;5,52811203319502;3,93854016206889
DIJ-115;2021;early_2021;2021-03-31;2021-05-11;6;6;7;1;8791881;8877025;PM;13,37857142857143;18,4714285714286;40,8571428571429;s67;220,380;428,960;417,880;-0,590;-1,470;5,52811203319502;3,93854016206889
DIJ-115B;2019;early_2019;2019-04-01;2019-05-07;11;11;6;0;NA;NA;CC;9,38833333333333;NA;NA;s09;285,400;493,800;398,220;-0,367;1,017;6,23950884955752;3,81838961756656
DIJ-115B;2020;early_2020;2020-03-27;2020-04-30;8;8;8;0;NA;NA;CC;10,16500000000000;16,5250000000000;NA;s09;254,410;503,990;466,630;0,220;0,630;6,23950884955752;3,81838961756656
DIJ-116;2021;early_2021;2021-04-04;2021-05-09;10;10;6;0;NA;NA;CC;9,18666666666667;16,1300000000000;33,1666666666667;s67;242,940;450,090;334,880;-0,590;-1,470;5,52811203319502;3,93854016206889
DIJ-116;2022;early_2022;2022-03-28;2022-05-07;8;5;4;0;NA;NA;PM;17,36500000000000;19,7100000000000;47,2500000000000;s67;260,660;440,140;457,000;-1,990;-1,500;5,52811203319502;3,93854016206889
DIJ-117;2020;late_2020;2020-04-07;2020-05-12;7;6;0;0;NA;NA;PM;NA;NA;NA;s09;286,390;514,460;543,990;0,550;4,690;6,23950884955752;3,81838961756656
DIJ-117;2021;late_2021;2021-04-07;2021-05-13;5;5;0;0;NA;NA;PM;NA;NA;NA;s67;248,690;445,880;375,650;-0,850;-0,540;5,52811203319502;3,93854016206889
DIJ-117;2022;early_2022;2022-04-01;2022-05-07;12;12;8;1;8877366;NA;PM;NA;19,3050000000000;41,8125000000000;s67;283,600;474,430;423,790;-1,990;-1,500;5,52811203319502;3,93854016206889
DIJ-118;2020;late_2020;2020-04-02;2020-05-05;8;8;6;0;NA;NA;CC;10,51500000000000;16,6700000000000;NA;s09;262,750;506,270;490,980;0,550;1,940;6,23950884955752;3,81838961756656
DIJ-118;2022;late_2022;2022-04-02;2022-04-18;3;0;0;0;NA;NA;CC;NA;NA;NA;s67;280,950;472,190;161,790;-1,990;-1,500;5,52811203319502;3,93854016206889
DIJ-119;2019;late_2019;2019-04-04;2019-05-10;11;11;0;0;NA;NA;CC;NA;NA;NA;s09;292,900;514,590;404,770;-0,367;1,017;6,23950884955752;3,81838961756656
DIJ-119;2021;early_2021;2021-04-04;2021-05-12;9;9;5;0;NA;NA;CC;7,98400000000000;15,5080000000000;31,6000000000000;s67;242,940;450,090;379,560;-0,590;-1,470;5,52811203319502;3,93854016206889
DIJ-119;2022;early_2022;2022-03-27;2022-05-03;12;12;9;0;NA;NA;CC;10,01888888888889;17,1655555555556;36,5555555555556;s67;252,030;426,110;409,000;-1,990;-1,500;5,52811203319502;3,93854016206889
DIJ-121;2019;late_2019;2019-04-10;2019-05-15;10;10;6;0;NA;NA;CC;7,26000000000000;NA;NA;s06;295,030;561,580;419,100;-0,143;0,880;6,41515198237885;3,85640711944293
DIJ-121;2020;late_2020;2020-04-16;2020-05-13;9;9;4;0;NA;NA;CC;7,91500000000000;14,6750000000000;NA;s06;351,100;607,890;426,690;0,742;4,506;6,41515198237885;3,85640711944293
DIJ-121;2021;late_2021;2021-04-06;2021-05-13;8;8;5;0;NA;8791991;PM;12,48000000000000;17,5540000000000;31,8000000000000;s06;272,790;487,470;407,230;0,630;-0,850;6,41515198237885;3,85640711944293
DIJ-121;2022;early_2022;2022-03-27;2022-05-03;10;10;8;0;NA;NA;PM;13,05750000000000;18,2650000000000;34,4375000000000;s06;273,370;457,730;436,960;-1,040;-0,650;6,41515198237885;3,85640711944293
DIJ-123;2020;late_2020;2020-04-07;2020-05-09;7;7;0;0;NA;NA;PM;NA;NA;NA;s06;297,570;530,300;507,290;0,742;4,999;6,41515198237885;3,85640711944293
DIJ-125;2022;late_2022;2022-04-09;2022-05-10;6;6;5;0;8877384;8877385;PM;16,09800000000000;18,5040000000000;45,3000000000000;s43;279,060;463,800;400,810;-1,810;-0,450;5,72089024390244;3,72711375696681
DIJ-126;2019;late_2019;2019-04-17;2019-05-17;6;5;3;0;NA;NA;PM;13,56666666666667;NA;NA;s43;270,950;531,030;346,050;-0,227;1,805;5,72089024390244;3,72711375696681
DIJ-126;2021;late_2021;2021-04-11;2021-05-15;7;7;5;0;NA;8877049;PM;12,76800000000000;18,8020000000000;36,8000000000000;s43;243,970;446,040;346,510;-1,870;1,230;5,72089024390244;3,72711375696681
DIJ-126;2022;late_2022;2022-04-04;2022-05-12;7;7;6;0;8877527;NA;PM;16,04166666666667;19,6866666666667;43,5833333333333;s43;256,040;443,450;485,400;-2,020;-0,450;5,72089024390244;3,72711375696681
DIJ-127;2019;late_2019;2019-04-07;2019-05-09;7;7;5;0;NA;NA;PM;13,59600000000000;NA;NA;s43;267,410;491,280;341,750;-1,756;-0,227;5,72089024390244;3,72711375696681
DIJ-127;2021;late_2021;2021-04-08;2021-04-15;1;0;0;0;NA;NA;CC;NA;NA;NA;s43;239,020;427,140;47,690;-1,810;1,450;5,72089024390244;3,72711375696681
DIJ-127;2022;late_2022;2022-04-02;2022-05-06;6;6;0;0;NA;NA;PM;NA;NA;NA;s43;268,260;451,100;390,440;-2,020;-1,810;5,72089024390244;3,72711375696681
DIJ-128;2021;late_2021;2021-04-12;2021-05-19;9;9;9;0;NA;NA;CC;11,06111111111111;16,1244444444444;34,5555555555556;s43;243,470;454,180;387,650;-1,870;1,230;5,72089024390244;3,72711375696681
DIJ-128;2022;late_2022;2022-04-08;2022-05-14;11;10;8;0;NA;NA;CC;11,04750000000000;16,6000000000000;38,1250000000000;s43;276,100;460,030;480,120;-1,810;-0,450;5,72089024390244;3,72711375696681
DIJ-129;2019;late_2019;2019-04-11;2019-05-18;12;12;7;0;NA;NA;CC;7,36571428571429;NA;NA;s43;270,820;510,190;410,560;-1,756;-0,227;5,72089024390244;3,72711375696681
DIJ-129;2022;late_2022;2022-04-13;2022-05-18;11;10;9;0;NA;NA;CC;NA;NA;NA;s43;280,500;479,290;509,010;-1,810;5,540;5,72089024390244;3,72711375696681
DIJ-130;2019;late_2019;2019-04-05;2019-05-13;8;7;7;0;NA;NA;CC;9,18142857142857;NA;NA;s43;269,660;480,080;409,470;-1,756;-0,227;5,72089024390244;3,72711375696681
DIJ-131;2019;late_2019;2019-04-13;2019-05-18;11;10;5;0;NA;NA;CC;10,06800000000000;NA;NA;s43;278,270;518,500;396,030;0,218;-0,227;5,72089024390244;3,72711375696681
DIJ-131;2020;late_2020;2020-04-07;2020-05-12;11;9;4;0;NA;NA;CC;8,88500000000000;17,0500000000000;NA;s43;266,260;479,120;516,380;-0,030;4,090;5,72089024390244;3,72711375696681
DIJ-131;2022;late_2022;2022-04-08;2022-05-17;12;12;12;0;NA;NA;CC;NA;NA;NA;s43;276,100;460,030;537,550;-1,810;-0,450;5,72089024390244;3,72711375696681
DIJ-132;2019;late_2019;2019-04-11;2019-05-18;11;8;8;0;NA;NA;CC;8,66750000000000;NA;NA;s43;270,820;510,190;410,560;-1,756;-0,227;5,72089024390244;3,72711375696681
DIJ-132;2021;late_2021;2021-04-14;2021-04-21;3;0;0;0;NA;NA;CC;NA;NA;NA;s43;242,070;466,090;48,810;-1,870;1,230;5,72089024390244;3,72711375696681
DIJ-132;2022;early_2022;2022-03-30;2022-05-04;8;8;4;1;NA;8876584;PM;16,57250000000000;18,9550000000000;37,5000000000000;s43;263,410;442,630;373,890;-2,020;-1,810;5,72089024390244;3,72711375696681
DIJ-133;2021;late_2021;2021-04-06;2021-05-13;6;3;2;0;NA;8877037;PM;15,61000000000000;18,4800000000000;43,7500000000000;s43;244,420;437,260;363,630;-0,900;-1,870;5,72089024390244;3,72711375696681
DIJ-133;2022;late_2022;2022-04-13;2022-05-15;7;6;6;0;8877591;8877590;PM;15,44166666666667;19,3083333333333;45,9166666666667;s43;280,500;479,290;448,440;-1,810;5,540;5,72089024390244;3,72711375696681
DIJ-134;2019;late_2019;2019-04-06;2019-05-15;12;10;9;0;NA;NA;CC;10,00333333333333;NA;NA;s43;267,580;484,030;424,420;-1,756;-0,227;5,72089024390244;3,72711375696681
DIJ-134;2022;early_2022;2022-03-31;2022-05-06;9;9;8;0;8876594;NA;PM;17,20250000000000;19,5562500000000;45,0625000000000;s43;269,050;451,850;395,590;-2,020;-1,810;5,72089024390244;3,72711375696681
DIJ-135;2019;late_2019;2019-04-04;2019-05-12;11;11;4;0;NA;8791367;PM;12,06750000000000;NA;NA;s43;272,610;477,660;403,430;-1,756;-0,227;5,72089024390244;3,72711375696681
DIJ-135;2021;late_2021;2021-04-07;2021-05-14;6;6;2;0;NA;8877038;PM;12,24500000000000;17,0400000000000;29,7500000000000;s43;242,050;431,570;370,340;-1,210;-1,870;5,72089024390244;3,72711375696681
DIJ-135;2022;late_2022;2022-04-19;2022-05-23;8;8;8;0;8877664;NA;PM;15,84375000000000;19,0937500000000;48,1250000000000;s43;306,340;525,830;533,600;-1,810;5,540;5,72089024390244;3,72711375696681
DIJ-136;2020;late_2020;2020-04-11;2020-05-13;7;7;4;0;8791969;NA;PM;12,92000000000000;18,0400000000000;NA;s43;293,830;511,140;461,920;-0,030;3,800;5,72089024390244;3,72711375696681
DIJ-136;2022;late_2022;2022-04-02;2022-05-08;10;10;7;0;NA;8381802;PM;13,09428571428571;17,7171428571429;NA;s43;268,260;451,100;420,220;-2,020;-1,810;5,72089024390244;3,72711375696681
DIJ-136B;2021;late_2021;2021-04-11;2021-05-17;9;9;8;0;8876543;NA;PM;15,80500000000000;19,3287500000000;46,3750000000000;s43;243,970;446,040;369,670;-1,870;1,230;5,72089024390244;3,72711375696681
DIJ-136B;2022;late_2022;2022-04-12;2022-05-15;9;9;7;0;NA;NA;PM;12,36285714285714;19,0085714285714;43,6428571428571;s43;274,560;470,470;462,780;-1,810;5,540;5,72089024390244;3,72711375696681
DIJ-137;2019;late_2019;2019-04-08;2019-05-12;6;6;6;0;NA;NA;PM;15,91833333333333;NA;NA;s43;266,490;497,660;368,790;-1,756;-0,227;5,72089024390244;3,72711375696681
DIJ-137;2022;late_2022;2022-04-08;2022-05-11;8;7;6;0;8877505;NA;PM;16,05500000000000;19,7500000000000;43,3333333333333;s43;276,100;460,030;424,410;-1,810;-0,450;5,72089024390244;3,72711375696681
DIJ-138;2021;late_2021;2021-04-14;2021-05-17;5;5;3;0;NA;NA;PM;18,41333333333333;19,9600000000000;43,0000000000000;s43;242,070;466,090;351,740;-1,870;1,230;5,72089024390244;3,72711375696681
DIJ-138;2022;late_2022;2022-04-17;2022-05-18;6;5;5;0;8877448;NA;PM;16,40000000000000;19,4560000000000;41,5000000000000;s43;300,940;517,540;450,050;-1,810;5,540;5,72089024390244;3,72711375696681
DIJ-139;2019;early_2019;2019-04-02;2019-05-07;8;8;8;0;NA;NA;PM;14,66250000000000;NA;NA;s43;273,210;468,730;359,100;-1,756;-0,227;5,72089024390244;3,72711375696681
DIJ-139;2020;late_2020;2020-04-06;2020-05-13;8;7;6;0;NA;NA;PM;15,12000000000000;18,0000000000000;NA;s43;259,100;470,590;539,780;-0,030;3,800;5,72089024390244;3,72711375696681
DIJ-139;2021;late_2021;2021-04-22;2021-05-25;7;6;6;0;8877056;8877057;PM;15,01500000000000;19,3033333333333;45,8333333333333;s43;268,860;485,040;373,580;-1,870;2,050;5,72089024390244;3,72711375696681
DIJ-139;2022;late_2022;2022-04-08;2022-05-12;8;7;7;0;NA;NA;PM;15,20142857142857;19,0800000000000;44,5714285714286;s43;276,100;460,030;443,950;-1,810;-0,450;5,72089024390244;3,72711375696681
DIJ-140;2019;late_2019;2019-04-09;2019-05-16;11;10;7;0;NA;NA;CC;8,73714285714286;NA;NA;s43;266,710;502,730;407,460;-1,756;-0,227;5,72089024390244;3,72711375696681
DIJ-140;2020;late_2020;2020-04-07;2020-05-12;11;11;0;0;NA;NA;CC;NA;NA;NA;s43;266,260;479,120;516,380;-0,030;4,090;5,72089024390244;3,72711375696681
DIJ-140;2022;late_2022;2022-04-08;2022-05-17;12;11;8;0;NA;NA;CC;NA;NA;NA;s43;276,100;460,030;537,550;-1,810;-0,450;5,72089024390244;3,72711375696681
DIJ-141;2020;late_2020;2020-04-06;2020-05-12;10;10;0;0;NA;NA;CC;NA;NA;NA;s43;259,100;470,590;530,770;-0,030;4,090;5,72089024390244;3,72711375696681
DIJ-141;2021;late_2021;2021-04-06;2021-05-13;8;8;4;0;8877039;NA;PM;13,02750000000000;17,6125000000000;33,2500000000000;s43;244,420;437,260;363,630;-0,900;-1,870;5,72089024390244;3,72711375696681
DIJ-141;2022;late_2022;2022-04-07;2022-05-10;7;4;4;0;NA;NA;PM;16,59750000000000;19,6175000000000;40,2500000000000;s43;270,310;454,020;415,590;-2,020;-0,450;5,72089024390244;3,72711375696681
DIJ-142;2022;late_2022;2022-04-08;2022-05-10;6;5;5;0;NA;NA;PM;17,17400000000000;20,0640000000000;44,8000000000000;s43;276,100;460,030;406,170;-1,810;-0,450;5,72089024390244;3,72711375696681
DIJ-143;2021;late_2021;2021-04-08;2021-05-14;7;6;5;0;8877046;8877047;PM;15,38400000000000;19,1320000000000;41,1000000000000;s43;239,020;427,140;365,000;-1,810;1,230;5,72089024390244;3,72711375696681
DIJ-143;2022;late_2022;2022-04-09;2022-05-12;7;7;6;0;NA;8877049;PM;15,49166666666667;19,9200000000000;46,9166666666667;s43;279,060;463,800;438,590;-1,810;-0,450;5,72089024390244;3,72711375696681
DIJ-145;2022;late_2022;2022-04-10;2022-04-18;2;0;0;0;NA;NA;CC;NA;NA;NA;s65;282,700;474,540;99,080;-2,480;1,070;5,37173553719008;3,89413931977304
DIJ-146;2020;late_2020;2020-04-06;2020-04-28;12;12;9;0;NA;8791261;PM;13,41500000000000;17,6300000000000;NA;s32;259,080;473,530;328,360;-0,032;3,827;5,74497832817337;3,77193716082082
DIJ-147;2019;early_2019;2019-04-02;2019-05-13;13;12;0;0;NA;NA;CC;NA;NA;NA;s32;275,350;472,490;424,120;-0,676;0,051;5,74497832817337;3,77193716082082
DIJ-147;2020;early_2020;2020-03-23;2020-04-30;13;13;8;0;NA;NA;CC;9,51500000000000;15,8400000000000;NA;s32;257,860;461,640;467,440;-0,032;-0,032;5,74497832817337;3,77193716082082
DIJ-147;2021;early_2021;2021-04-02;2021-05-05;9;8;7;0;8876508;8876507;PM;15,30000000000000;19,6142857142857;44,5000000000000;s65;229,710;432,850;301,500;-0,590;-1,840;5,37173553719008;3,89413931977304
DIJ-147;2022;early_2022;2022-03-22;2022-04-28;9;9;7;0;NA;NA;PM;11,71142857142857;16,4814285714286;32,2857142857143;s65;229,460;368,750;398,530;-2,420;-2,480;5,37173553719008;3,89413931977304
DIJ-148;2021;early_2021;2021-04-03;2021-05-12;12;12;5;0;NA;NA;CC;9,20600000000000;15,6340000000000;30,4000000000000;s65;235,300;437,210;382,050;-0,590;-1,840;5,37173553719008;3,89413931977304
DIJ-149;2022;early_2022;2022-03-22;2022-04-27;10;10;10;0;8877009;NA;PM;15,51500000000000;19,2340000000000;44,3500000000000;s65;229,460;368,750;386,300;-2,420;-2,480;5,37173553719008;3,89413931977304
DIJ-150;2019;late_2019;2019-04-12;2019-05-15;8;8;5;0;NA;NA;PM;9,86600000000000;NA;NA;s32;276,480;516,150;364,360;0,329;0,051;5,74497832817337;3,77193716082082
DIJ-151;2019;late_2019;2019-04-13;2019-05-16;10;10;0;0;NA;NA;CC;NA;NA;NA;s32;277,570;519,650;369,450;0,329;0,051;5,74497832817337;3,77193716082082
DIJ-151;2021;early_2021;2021-03-29;2021-05-01;10;10;7;0;8877009;8877008;PM;14,61857142857143;18,6157142857143;37,6857142857143;s65;202,850;410,660;320,820;-0,590;-1,840;5,37173553719008;3,89413931977304
DIJ-153;2019;late_2019;2019-04-03;2019-05-07;8;8;5;0;NA;NA;PM;13,36600000000000;NA;NA;s07;291,490;502,950;369,330;0,079;0,439;6,15895474613687;3,79546626151596
DIJ-153;2021;late_2021;2021-04-10;2021-05-19;12;11;6;0;NA;NA;CC;9,64500000000000;15,2183333333333;29,9166666666667;s64;249,480;453,830;420,940;-1,780;1,640;5,61646694214876;3,82800472074633
DIJ-155;2019;early_2019;2019-03-25;2019-04-29;9;6;6;0;NA;NA;PM;16,97166666666667;18,5166666666667;43,8333333333333;s10;271,870;416,810;379,050;-0,479;-0,199;5,91113105726872;3,72956499571859
DIJ-157;2021;early_2021;2021-03-24;2021-04-29;12;12;3;0;NA;NA;CC;9,29666666666667;15,6500000000000;29,1666666666667;s62;218,140;383,750;359,360;-0,280;-1,840;5,50367768595041;3,87811905088807
DIJ-158;2021;early_2021;2021-04-03;2021-05-09;8;8;8;0;8876525;8876524;PM;12,94125000000000;18,3100000000000;36,7500000000000;s62;242,880;448,200;347,120;-0,280;-1,840;5,50367768595041;3,87811905088807
DIJ-159;2019;late_2019;2019-04-04;2019-05-08;8;8;0;0;NA;NA;PM;NA;NA;NA;s08;286,070;502,540;373,000;-0,311;0,797;6,09691409691630;3,77873176984158
DIJ-159;2021;early_2021;2021-03-30;2021-04-07;3;0;0;0;NA;NA;CC;NA;NA;NA;s62;213,100;422,030;77,820;-0,280;-0,990;5,50367768595041;3,87811905088807
DIJ-160;2022;early_2022;2022-03-31;2022-05-07;11;11;4;0;8876599;NA;PM;14,54000000000000;19,3100000000000;41,0000000000000;s62;281,730;473,680;427,790;-1,840;-1,470;5,50367768595041;3,87811905088807
DIJ-162;2020;late_2020;2020-04-04;2020-05-08;10;10;10;0;8791993;NA;PM;17,48500000000000;18,3600000000000;NA;s11;257,360;470,670;506,580;-0,227;3,512;5,80605849889625;3,81373276230787
DIJ-162;2021;early_2021;2021-04-01;2021-04-20;8;0;0;0;NA;NA;CC;NA;NA;NA;s11;228,370;431,200;144,550;-0,340;-2,070;5,80605849889625;3,81373276230787
DIJ-163;2019;early_2019;2019-03-17;2019-04-22;9;9;8;0;NA;NA;PM;14,61375000000000;18,7375000000000;39,8125000000000;s52;267,370;361,510;361,070;-1,157;-0,004;6,02900000000000;3,77575221188514
DIJ-163;2020;early_2020;2020-03-22;2020-04-27;11;11;11;0;8791257;8791259;PM;13,85500000000000;17,8600000000000;NA;s52;263,540;470,110;440,750;-0,620;0,190;6,02900000000000;3,77575221188514
DIJ-163;2021;early_2021;2021-03-29;2021-05-04;11;11;6;0;NA;8791259;PM;11,79000000000000;17,7600000000000;33,7500000000000;s52;212,400;428,900;362,280;-0,930;-1,780;6,02900000000000;3,77575221188514
DIJ-163;2022;late_2022;2022-04-02;2022-05-06;10;10;10;0;8876593;8876592;PM;16,43900000000000;19,6480000000000;45,3500000000000;s52;280,480;473,570;407,625;-2,330;-1,960;6,02900000000000;3,77575221188514
DIJ-164;2021;late_2021;2021-04-07;2021-05-13;10;10;9;0;8877040;8877041;PM;12,40000000000000;17,8588888888889;32,2777777777778;s52;252,710;452,740;377,940;-1,010;-1,560;6,02900000000000;3,77575221188514
DIJ-165;2019;late_2019;2019-04-11;2019-05-16;7;6;3;0;NA;NA;PM;13,13666666666667;NA;NA;s52;280,670;526,680;400,120;-1,157;-0,004;6,02900000000000;3,77575221188514
DIJ-165;2021;early_2021;2021-04-02;2021-05-12;12;12;0;0;NA;NA;CC;NA;NA;NA;s52;239,650;452,560;401,830;-0,930;-1,780;6,02900000000000;3,77575221188514
DIJ-166;2022;late_2022;2022-04-02;2022-05-07;10;9;9;0;8877402;NA;PM;16,66666666666667;19,9522222222222;49,0000000000000;s52;280,480;473,570;423,055;-2,330;-1,960;6,02900000000000;3,77575221188514
DIJ-167;2019;late_2019;2019-04-07;2019-05-15;10;10;7;0;NA;8791629;CC;7,78714285714286;NA;NA;s02;283,190;521,770;435,460;-0,563;0,825;6,20433554083885;3,77713249428980
DIJ-167;2022;late_2022;2022-04-10;2022-05-13;9;9;9;0;8877040;8877544;PM;15,54444444444444;19,6777777777778;47,1666666666667;s02;295,130;497,510;479,660;-1,330;3,670;6,20433554083885;3,77713249428980
DIJ-168;2019;late_2019;2019-04-08;2019-05-14;10;9;1;0;NA;NA;CC;8,68000000000000;NA;NA;s02;282,430;528,480;412,510;-0,563;0,825;6,20433554083885;3,77713249428980
DIJ-168;2020;late_2020;2020-04-14;2020-05-16;7;7;4;0;8791968;NA;PM;10,98500000000000;17,8850000000000;NA;s02;329,710;573,100;477,100;0,797;4,844;6,20433554083885;3,77713249428980
DIJ-168;2021;early_2021;2021-03-28;2021-05-05;8;7;6;0;NA;NA;PM;15,18000000000000;19,5400000000000;41,5833333333333;s02;219,800;432,140;388,500;0,051;-1,384;6,20433554083885;3,77713249428980
DIJ-168;2022;early_2022;2022-04-01;2022-05-05;9;9;9;1;NA;NA;PM;15,70800000000000;19,5330000000000;48,2500000000000;s02;291,270;488,390;402,590;-0,900;-1,330;6,20433554083885;3,77713249428980
DIJ-169;2019;early_2019;2019-04-02;2019-05-09;7;5;5;0;NA;NA;PM;17,55600000000000;NA;NA;s02;289,650;499,560;397,870;-0,563;0,825;6,20433554083885;3,77713249428980
DIJ-169;2020;late_2020;2020-04-07;2020-05-09;8;8;0;0;8382549;NA;PM;17,70500000000000;19,2250000000000;NA;s02;284,590;511,130;486,720;0,797;5,050;6,20433554083885;3,77713249428980
DIJ-169;2021;late_2021;2021-04-08;2021-05-12;8;8;8;0;8877035;8791030;PM;15,33875000000000;19,6137500000000;43,6250000000000;s02;254,630;459,250;363,470;-1,384;2,289;6,20433554083885;3,77713249428980
DIJ-170;2019;early_2019;2019-04-02;2019-05-10;10;6;5;0;NA;7636392;PM;14,25800000000000;NA;NA;s02;289,650;499,560;409,680;-0,563;0,825;6,20433554083885;3,77713249428980
