id_nestbox;year;date;laying_date;incubation_date;hatching_date;clutch_size;brood_size;fledgling_nb;success_manipulated;father_id;mother_id;species;mass;tarsus_length;wing_length
DIJ-133;2022;15/05/2022;13/04/2022;18/04/2022;02/05/2022;7;6;6;0;8877591;8877590;PM;15,44166666666667;19,3083333333333;45,9166666666667
DIJ-134;2019;15/05/2019;06/04/2019;NA;NA;12;10;9;0;NA;NA;CC;10,00333333333333;NA;NA
DIJ-134;2022;06/05/2022;31/03/2022;07/04/2022;23/04/2022;9;9;8;0;8876594;NA;PM;17,20250000000000;19,5562500000000;45,0625000000000
DIJ-135;2019;12/05/2019;04/04/2019;NA;NA;11;11;4;0;NA;8791367;PM;12,06750000000000;NA;NA
DIJ-135;2021;14/05/2021;07/04/2021;11/04/2021;30/04/2021;6;6;2;0;NA;8877038;PM;12,24500000000000;17,0400000000000;29,7500000000000
DIJ-135;2022;23/05/2022;19/04/2022;25/04/2022;09/05/2022;8;8;8;0;8877664;NA;PM;15,84375000000000;19,0937500000000;48,1250000000000
DIJ-136;2020;13/05/2020;11/04/2020;NA;NA;7;7;4;0;8791969;NA;PM;12,92000000000000;18,0400000000000;NA
DIJ-136;2022;08/05/2022;02/04/2022;10/04/2022;25/04/2022;10;10;7;0;NA;8381802;PM;13,09428571428571;17,7171428571429;NA
DIJ-136B;2021;17/05/2021;11/04/2021;18/04/2021;04/05/2021;9;9;8;0;8876543;NA;PM;15,80500000000000;19,3287500000000;46,3750000000000
DIJ-136B;2022;15/05/2022;12/04/2022;19/04/2022;02/05/2022;9;9;7;0;NA;NA;PM;12,36285714285714;19,0085714285714;43,6428571428571
DIJ-137;2019;12/05/2019;08/04/2019;NA;NA;6;6;6;0;NA;NA;PM;15,91833333333333;NA;NA
DIJ-137;2022;11/05/2022;08/04/2022;14/04/2022;28/04/2022;8;7;6;0;8877505;NA;PM;16,05500000000000;19,7500000000000;43,3333333333333
DIJ-138;2021;17/05/2021;14/04/2021;17/04/2021;04/05/2021;5;5;3;0;NA;NA;PM;18,41333333333333;19,9600000000000;43,0000000000000
DIJ-138;2022;18/05/2022;17/04/2022;21/04/2022;05/05/2022;6;5;5;0;8877448;NA;PM;16,40000000000000;19,4560000000000;41,5000000000000
DIJ-139;2019;07/05/2019;02/04/2019;NA;NA;8;8;8;0;NA;NA;PM;14,66250000000000;NA;NA
DIJ-139;2020;13/05/2020;06/04/2020;NA;NA;8;7;6;0;NA;NA;PM;15,12000000000000;18,0000000000000;NA
DIJ-139;2021;25/05/2021;22/04/2021;28/04/2021;12/05/2021;7;6;6;0;8877056;8877057;PM;15,01500000000000;19,3033333333333;45,8333333333333
DIJ-139;2022;12/05/2022;08/04/2022;14/04/2022;29/04/2022;8;7;7;0;NA;NA;PM;15,20142857142857;19,0800000000000;44,5714285714286
DIJ-140;2019;16/05/2019;09/04/2019;NA;NA;11;10;7;0;NA;NA;CC;8,73714285714286;NA;NA
DIJ-140;2020;12/05/2020;07/04/2020;NA;29/04/2020;11;11;0;0;NA;NA;CC;NA;NA;NA
DIJ-140;2022;17/05/2022;08/04/2022;18/04/2022;03/05/2022;12;11;8;0;NA;NA;CC;NA;NA;NA
DIJ-141;2020;12/05/2020;06/04/2020;NA;29/04/2020;10;10;0;0;NA;NA;CC;NA;NA;NA
DIJ-141;2021;13/05/2021;06/04/2021;13/04/2021;30/04/2021;8;8;4;0;8877039;NA;PM;13,02750000000000;17,6125000000000;33,2500000000000
DIJ-141;2022;10/05/2022;07/04/2022;12/04/2022;27/04/2022;7;4;4;0;NA;NA;PM;16,59750000000000;19,6175000000000;40,2500000000000
DIJ-142;2022;10/05/2022;08/04/2022;12/04/2022;27/04/2022;6;5;5;0;NA;NA;PM;17,17400000000000;20,0640000000000;44,8000000000000
DIJ-143;2021;14/05/2021;08/04/2021;15/04/2021;01/05/2021;7;6;5;0;8877046;8877047;PM;15,38400000000000;19,1320000000000;41,1000000000000
DIJ-143;2022;12/05/2022;09/04/2022;14/04/2022;29/04/2022;7;7;6;0;NA;8877049;PM;15,49166666666667;19,9200000000000;46,9166666666667
DIJ-145;2022;18/04/2022;10/04/2022;NA;NA;2;0;0;0;NA;NA;CC;NA;NA;NA
DIJ-146;2020;28/04/2020;06/04/2020;NA;NA;12;12;9;0;NA;8791261;PM;13,41500000000000;17,6300000000000;NA
DIJ-147;2019;13/05/2019;02/04/2019;13/04/2019;30/04/2019;13;12;0;0;NA;NA;CC;NA;NA;NA
DIJ-147;2020;30/04/2020;23/03/2020;NA;NA;13;13;8;0;NA;NA;CC;9,51500000000000;15,8400000000000;NA
DIJ-147;2021;05/05/2021;02/04/2021;09/04/2021;22/04/2021;9;8;7;0;8876508;8876507;PM;15,30000000000000;19,6142857142857;44,5000000000000
DIJ-147;2022;28/04/2022;22/03/2022;29/03/2022;15/04/2022;9;9;7;0;NA;NA;PM;11,71142857142857;16,4814285714286;32,2857142857143
DIJ-148;2021;12/05/2021;03/04/2021;13/04/2021;29/04/2021;12;12;5;0;NA;NA;CC;9,20600000000000;15,6340000000000;30,4000000000000
DIJ-149;2022;27/04/2022;22/03/2022;30/03/2022;14/04/2022;10;10;10;0;8877009;NA;PM;15,51500000000000;19,2340000000000;44,3500000000000
DIJ-150;2019;15/05/2019;12/04/2019;NA;NA;8;8;5;0;NA;NA;PM;9,86600000000000;NA;NA
DIJ-151;2019;16/05/2019;13/04/2019;21/04/2019;03/05/2019;10;10;0;0;NA;NA;CC;NA;NA;NA
DIJ-151;2021;01/05/2021;29/03/2021;06/04/2021;18/04/2021;10;10;7;0;8877009;8877008;PM;14,61857142857143;18,6157142857143;37,6857142857143
DIJ-153;2019;07/05/2019;03/04/2019;NA;NA;8;8;5;0;NA;NA;PM;13,36600000000000;NA;NA
DIJ-153;2021;19/05/2021;10/04/2021;18/04/2021;06/05/2021;12;11;6;0;NA;NA;CC;9,64500000000000;15,2183333333333;29,9166666666667
DIJ-155;2019;29/04/2019;25/03/2019;NA;NA;9;6;6;0;NA;NA;PM;16,97166666666667;18,5166666666667;43,8333333333333
DIJ-157;2021;29/04/2021;24/03/2021;03/04/2021;16/04/2021;12;12;3;0;NA;NA;CC;9,29666666666667;15,6500000000000;29,1666666666667
DIJ-158;2021;09/05/2021;03/04/2021;09/04/2021;26/04/2021;8;8;8;0;8876525;8876524;PM;12,94125000000000;18,3100000000000;36,7500000000000
DIJ-159;2019;08/05/2019;04/04/2019;12/04/2019;25/04/2019;8;8;0;0;NA;NA;PM;NA;NA;NA
DIJ-159;2021;07/04/2021;30/03/2021;NA;NA;3;0;0;0;NA;NA;CC;NA;NA;NA
DIJ-160;2022;07/05/2022;31/03/2022;09/04/2022;24/04/2022;11;11;4;0;8876599;NA;PM;14,54000000000000;19,3100000000000;41,0000000000000
DIJ-162;2020;08/05/2020;04/04/2020;NA;NA;10;10;10;0;8791993;NA;PM;17,48500000000000;18,3600000000000;NA
DIJ-162;2021;20/04/2021;01/04/2021;07/04/2021;NA;8;0;0;0;NA;NA;CC;NA;NA;NA
DIJ-163;2019;22/04/2019;17/03/2019;24/03/2019;08/04/2019;9;9;8;0;NA;NA;PM;14,61375000000000;18,7375000000000;39,8125000000000
DIJ-163;2020;27/04/2020;22/03/2020;NA;NA;11;11;11;0;8791257;8791259;PM;13,85500000000000;17,8600000000000;NA
DIJ-163;2021;04/05/2021;29/03/2021;08/04/2021;22/04/2021;11;11;6;0;NA;8791259;PM;11,79000000000000;17,7600000000000;33,7500000000000
DIJ-163;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;0;8876593;8876592;PM;16,43900000000000;19,6480000000000;45,3500000000000
DIJ-164;2021;13/05/2021;07/04/2021;15/04/2021;30/04/2021;10;10;9;0;8877040;8877041;PM;12,40000000000000;17,8588888888889;32,2777777777778
DIJ-165;2019;16/05/2019;11/04/2019;NA;NA;7;6;3;0;NA;NA;PM;13,13666666666667;NA;NA
DIJ-165;2021;12/05/2021;02/04/2021;12/04/2021;29/04/2021;12;12;0;0;NA;NA;CC;NA;NA;NA
DIJ-166;2022;07/05/2022;02/04/2022;10/04/2022;24/04/2022;10;9;9;0;8877402;NA;PM;16,66666666666667;19,9522222222222;49,0000000000000
DIJ-167;2019;15/05/2019;07/04/2019;NA;NA;10;10;7;0;NA;8791629;CC;7,78714285714286;NA;NA
DIJ-167;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;9;9;0;8877040;8877544;PM;15,54444444444444;19,6777777777778;47,1666666666667
DIJ-168;2019;14/05/2019;08/04/2019;NA;NA;10;9;1;0;NA;NA;CC;8,68000000000000;NA;NA
DIJ-168;2020;16/05/2020;14/04/2020;NA;NA;7;7;4;0;8791968;NA;PM;10,98500000000000;17,8850000000000;NA
DIJ-168;2021;05/05/2021;28/03/2021;03/04/2021;22/04/2021;8;7;6;0;NA;NA;PM;15,18000000000000;19,5400000000000;41,5833333333333
DIJ-168;2022;05/05/2022;01/04/2022;08/04/2022;22/04/2022;9;9;9;1;NA;NA;PM;15,70800000000000;19,5330000000000;48,2500000000000
DIJ-169;2019;09/05/2019;02/04/2019;NA;NA;7;5;5;0;NA;NA;PM;17,55600000000000;NA;NA
DIJ-169;2020;09/05/2020;07/04/2020;NA;NA;8;8;0;0;8382549;NA;PM;17,70500000000000;19,2250000000000;NA
DIJ-169;2021;12/05/2021;08/04/2021;14/04/2021;29/04/2021;8;8;8;0;8877035;8791030;PM;15,33875000000000;19,6137500000000;43,6250000000000
DIJ-170;2019;10/05/2019;02/04/2019;NA;NA;10;6;5;0;NA;7636392;PM;14,25800000000000;NA;NA
DIJ-170;2020;29/04/2020;25/03/2020;NA;NA;9;9;6;0;NA;7636392;PM;11,66000000000000;17,4050000000000;NA
DIJ-171;2019;10/05/2019;05/04/2019;NA;NA;9;9;6;0;NA;8791030;PM;12,47666666666667;NA;NA
DIJ-171;2020;11/05/2020;08/04/2020;NA;NA;8;7;1;0;NA;NA;PM;17,53000000000000;19,4300000000000;NA
DIJ-171;2021;13/05/2021;11/04/2021;17/04/2021;30/04/2021;7;6;6;0;8877042;8877043;PM;14,52166666666667;18,8316666666667;41,2500000000000
DIJ-171;2022;10/05/2022;04/04/2022;13/04/2022;27/04/2022;11;11;10;0;NA;NA;CC;10,36200000000000;16,4450000000000;35,3000000000000
DIJ-172;2020;07/05/2020;04/04/2020;NA;NA;11;11;8;0;NA;NA;CC;8,70000000000000;15,7650000000000;NA
DIJ-172;2022;02/05/2022;28/03/2022;07/04/2022;19/04/2022;8;8;6;1;8876573;8876572;PM;NA;19,6050000000000;42,5000000000000
DIJ-173;2019;11/05/2019;06/04/2019;NA;NA;8;7;6;0;8791194;NA;PM;13,87166666666667;NA;NA
DIJ-173;2020;03/05/2020;31/03/2020;NA;NA;8;8;3;0;NA;NA;CC;7,89000000000000;15,3850000000000;NA
DIJ-174;2021;17/05/2021;07/04/2021;18/04/2021;04/05/2021;9;8;2;0;NA;NA;CC;8,89500000000000;14,3000000000000;31,0000000000000
DIJ-174;2022;01/05/2022;29/03/2022;01/04/2022;18/04/2022;5;4;3;0;8877092;NA;PM;16,92333333333333;19,2200000000000;44,8333333333333
DIJ-175;2022;30/04/2022;27/03/2022;02/04/2022;17/04/2022;8;8;7;0;NA;8877089;PM;14,85142857142857;18,9642857142857;45,0714285714286
DIJ-176;2020;06/05/2020;29/03/2020;NA;NA;12;12;7;0;NA;NA;CC;9,45500000000000;15,7350000000000;NA
DIJ-176;2022;10/05/2022;30/03/2022;09/04/2022;27/04/2022;12;11;10;0;NA;NA;CC;7,56636363636364;16,0454545454545;34,0000000000000
DIJ-177;2019;03/05/2019;30/03/2019;05/04/2019;19/04/2019;8;4;0;0;NA;NA;PM;NA;NA;NA
DIJ-177;2021;29/04/2021;27/03/2021;03/04/2021;16/04/2021;9;8;8;0;8877002;8877001;PM;12,97625000000000;17,8975000000000;38,2500000000000
DIJ-177;2022;07/05/2022;30/03/2022;10/04/2022;24/04/2022;13;13;11;0;NA;NA;CC;9,08727272727273;16,0345454545455;34,0454545454545
DIJ-178;2019;01/05/2019;26/03/2019;NA;NA;10;3;3;0;NA;NA;PM;16,96666666666667;NA;NA
DIJ-178;2022;02/05/2022;28/03/2022;02/04/2022;19/04/2022;7;6;6;1;NA;NA;PM;13,19000000000000;19,9283333333333;45,5000000000000
DIJ-179;2020;24/04/2020;21/03/2020;NA;NA;9;8;8;0;NA;8381599;PM;15,60000000000000;20,0300000000000;NA
DIJ-179;2022;01/05/2022;27/03/2022;04/04/2022;18/04/2022;10;10;10;0;8877093;NA;PM;14,59500000000000;19,5520000000000;42,4000000000000
DIJ-180;2019;05/05/2019;01/04/2019;NA;NA;7;7;6;0;NA;NA;CC;9,16500000000000;NA;NA
DIJ-180;2020;29/04/2020;23/03/2020;NA;NA;10;8;8;0;NA;NA;CC;10,57500000000000;16,0900000000000;NA
DIJ-180;2021;03/05/2021;29/03/2021;07/04/2021;20/04/2021;11;10;7;0;NA;8381599;PM;16,39571428571428;19,5571428571429;40,8571428571429
DIJ-181;2019;03/05/2019;29/03/2019;NA;NA;6;6;3;0;NA;NA;PM;15,41666666666667;NA;NA
DIJ-181;2020;24/04/2020;29/03/2020;NA;NA;6;6;5;0;8791254;8791253;PM;16,23000000000000;18,7750000000000;NA
DIJ-181;2021;15/05/2021;06/04/2021;16/04/2021;02/05/2021;12;12;10;0;NA;NA;CC;8,13700000000000;16,2550000000000;31,7500000000000
DIJ-181;2022;02/05/2022;30/03/2022;05/04/2022;19/04/2022;8;8;8;0;NA;NA;PM;15,62000000000000;19,6700000000000;43,8750000000000
DIJ-182;2019;07/05/2019;03/04/2019;NA;NA;9;8;5;0;NA;NA;CC;10,14000000000000;NA;NA
DIJ-182;2021;07/05/2021;30/03/2021;10/04/2021;24/04/2021;13;12;7;0;NA;NA;CC;7,88714285714286;14,9814285714286;27,9285714285714
DIJ-183;2019;26/04/2019;25/03/2019;NA;NA;6;6;2;0;NA;NA;PM;12,81500000000000;18,9500000000000;35,0000000000000
DIJ-183;2020;28/04/2020;22/03/2020;NA;NA;11;11;8;0;NA;NA;CC;9,82000000000000;15,0750000000000;NA
DIJ-183;2021;01/05/2021;30/03/2021;05/04/2021;18/04/2021;8;7;7;0;8877004;8877005;PM;14,75142857142857;18,5342857142857;39,5000000000000
DIJ-183;2022;01/05/2022;25/03/2022;04/04/2022;18/04/2022;12;12;9;0;NA;NA;CC;9,81444444444444;15,9300000000000;34,6111111111111
DIJ-184;2020;03/05/2020;28/03/2020;NA;NA;11;9;9;0;NA;NA;CC;10,15500000000000;16,2000000000000;NA
DIJ-184B;2019;12/05/2019;09/04/2019;NA;NA;9;9;3;0;NA;8791379;PM;12,55666666666667;NA;NA
DIJ-184B;2020;29/04/2020;26/03/2020;NA;NA;8;8;8;0;8791260;NA;PM;16,87500000000000;19,2350000000000;NA
DIJ-185;2019;01/05/2019;26/03/2019;NA;NA;9;8;8;0;NA;NA;PM;14,93125000000000;NA;NA
DIJ-185;2020;27/04/2020;25/03/2020;NA;NA;8;8;7;0;NA;7636294;PM;16,93000000000000;19,4900000000000;NA
DIJ-185;2021;06/05/2021;30/03/2021;08/04/2021;23/04/2021;8;8;7;0;8791250;8876512;PM;12,56714285714286;18,5842857142857;37,2857142857143
DIJ-188B;2022;02/05/2022;30/03/2022;06/04/2022;19/04/2022;7;6;6;0;8876571;NA;PM;17,02333333333333;19,9466666666667;47,1666666666667
DIJ-188C;2021;04/05/2021;31/03/2021;06/04/2021;21/04/2021;8;8;6;0;NA;NA;PM;10,49500000000000;17,4083333333333;30,3333333333333
DIJ-189;2019;12/05/2019;01/04/2019;NA;NA;14;14;9;0;NA;NA;CC;8,24222222222222;NA;NA
DIJ-190;2020;24/04/2020;NA;NA;17/04/2020;10;10;0;0;NA;NA;PM;NA;NA;NA
DIJ-190;2021;08/05/2021;31/03/2021;07/04/2021;25/04/2021;9;9;5;0;8876521;8876522;PM;14,35600000000000;17,4060000000000;34,2000000000000
DIJ-191;2022;29/04/2022;26/03/2022;01/04/2022;16/04/2022;8;8;8;0;8877088;NA;PM;15,11375000000000;19,4675000000000;43,6250000000000
DIJ-192;2021;08/05/2021;05/04/2021;10/04/2021;25/04/2021;7;7;4;0;8876515;NA;PM;14,14250000000000;17,5800000000000;31,2500000000000
DIJ-192;2022;11/05/2022;01/04/2022;14/04/2022;28/04/2022;10;10;10;0;NA;NA;CC;7,73400000000000;15,7290000000000;33,9000000000000
DIJ-194;2022;04/05/2022;30/03/2022;06/04/2022;21/04/2022;9;8;9;1;8876101;NA;PM;15,69888888888889;19,7433333333333;45,5555555555556
DIJ-196;2021;09/05/2021;04/04/2021;14/04/2021;26/04/2021;12;12;5;0;NA;NA;CC;8,71200000000000;15,8600000000000;29,0000000000000
DIJ-199;2022;23/04/2022;30/03/2022;06/04/2022;NA;9;0;0;0;NA;NA;PM;NA;NA;NA
DIJ-200;2022;14/05/2022;04/03/2022;20/04/2022;01/05/2022;10;10;4;0;NA;NA;CC;8,48750000000000;15,8575000000000;33,3750000000000
DIJ-201;2020;13/05/2020;06/04/2020;NA;NA;11;11;3;0;NA;NA;CC;7,88000000000000;15,9450000000000;NA
DIJ-201;2021;20/05/2021;13/04/2021;23/04/2021;07/05/2021;12;11;7;0;NA;NA;CC;7,90857142857143;15,1628571428571;29,3571428571429
DIJ-201;2022;06/05/2022;31/03/2022;09/04/2022;23/04/2022;11;11;11;0;8876595;8876596;PM;13,28090909090909;18,7836363636364;39,7727272727273
DIJ-202;2019;07/05/2019;31/03/2019;06/04/2019;24/04/2019;8;8;0;0;NA;NA;PM;NA;NA;NA
DIJ-202;2021;20/04/2021;30/03/2021;07/04/2021;NA;10;0;0;0;NA;NA;PM;NA;NA;NA
DIJ-204;2020;30/04/2020;28/03/2020;NA;NA;10;0;0;0;NA;NA;PM;NA;NA;NA
DIJ-204;2021;02/05/2021;29/03/2021;05/04/2021;19/04/2021;9;8;6;0;8877011;8877012;PM;14,00500000000000;17,9700000000000;35,0833333333333
DIJ-205;2019;16/05/2019;31/03/2019;NA;NA;8;8;2;0;NA;NA;CC;12,99000000000000;NA;NA
DIJ-205;2020;07/05/2020;03/04/2020;NA;24/04/2020;9;9;0;0;NA;NA;PM;NA;NA;NA
DIJ-208;2019;11/05/2019;09/04/2019;NA;NA;8;8;2;0;NA;8791192;PM;12,70000000000000;NA;NA
DIJ-208;2020;10/05/2020;10/04/2020;NA;NA;8;8;4;0;NA;8791192;PM;16,81500000000000;19,1150000000000;NA
DIJ-212;2021;14/05/2021;04/04/2021;11/04/2021;01/05/2021;9;9;8;0;NA;8877048;PM;12,61625000000000;17,8475000000000;37,2500000000000
DIJ-212;2022;07/05/2022;31/03/2022;07/04/2022;24/04/2022;9;9;8;0;8877107;NA;PM;15,91750000000000;19,3575000000000;44,3750000000000
DIJ-213;2020;07/05/2020;07/04/2020;NA;NA;7;7;7;0;8791900;NA;PM;17,35000000000000;18,9400000000000;NA
DIJ-213;2022;09/05/2022;07/04/2022;13/04/2022;26/04/2022;8;8;3;1;NA;NA;PM;14,40666666666667;18,4333333333333;41,6666666666667
DIJ-214;2021;11/05/2021;06/04/2021;10/04/2021;28/04/2021;6;5;3;1;8791900;8877031;PM;16,87000000000000;18,9900000000000;44,0000000000000
DIJ-215;2021;03/05/2021;31/03/2021;07/04/2021;20/04/2021;9;9;0;0;NA;NA;PM;NA;NA;NA
DIJ-215;2022;07/05/2022;02/04/2022;11/04/2022;24/04/2022;11;10;9;0;8382546;NA;PM;14,39444444444444;19,2900000000000;42,1111111111111
DIJ-216;2019;17/05/2019;13/04/2019;20/04/2019;03/05/2019;9;8;0;0;NA;NA;CC;NA;NA;NA
DIJ-216;2022;08/05/2022;02/04/2022;11/04/2022;25/04/2022;11;10;10;0;NA;NA;CC;NA;NA;NA
DIJ-217;2021;14/05/2021;04/04/2021;12/04/2021;01/05/2021;10;10;8;0;NA;NA;CC;8,50250000000000;15,0150000000000;32,4375000000000
DIJ-217;2022;09/05/2022;04/04/2022;10/04/2022;26/04/2022;8;8;6;0;NA;NA;PM;12,40666666666667;18,8433333333333;41,5000000000000
DIJ-218;2019;17/05/2019;11/04/2019;NA;NA;11;11;5;0;NA;NA;CC;7,92200000000000;NA;NA
DIJ-218;2020;06/05/2020;30/03/2020;NA;22/04/2020;10;10;0;0;NA;NA;CC;NA;NA;NA
DIJ-218;2021;11/05/2021;05/04/2021;14/04/2021;28/04/2021;10;10;8;0;8877032;NA;PM;13,27000000000000;18,4350000000000;36,0000000000000
DIJ-219;2019;10/05/2019;04/04/2019;11/04/2019;27/04/2019;9;9;0;0;NA;NA;PM;NA;NA;NA
DIJ-219;2022;07/05/2022;29/03/2022;07/04/2022;22/03/2022;11;11;10;0;8876586;8876585;PM;13,04400000000000;18,3090000000000;38,9500000000000
DIJ-220;2019;04/05/2019;30/03/2019;07/04/2019;21/04/2019;8;4;0;0;NA;NA;PM;NA;NA;NA
DIJ-220;2020;07/05/2020;02/04/2020;NA;NA;8;8;8;0;8382546;NA;PM;15,05000000000000;18,0800000000000;NA
DIJ-221;2021;22/05/2021;20/04/2021;26/04/2021;09/05/2021;8;8;5;0;8876549;NA;PM;13,89800000000000;18,6460000000000;39,8000000000000
DIJ-221B;2021;19/05/2021;18/04/2021;22/04/2021;06/05/2021;6;6;5;0;8876547;NA;PM;15,32000000000000;18,6920000000000;39,8000000000000
DIJ-221B;2022;19/04/2022;12/04/2022;NA;NA;2;0;0;0;NA;NA;PM;NA;NA;NA
DIJ-222B;2022;11/05/2022;10/04/2022;14/04/2022;28/04/2022;6;6;6;0;8876547;NA;PM;15,78166666666667;18,7583333333333;45,1666666666667
DIJ-223B;2021;18/05/2021;14/04/2021;19/04/2021;05/05/2021;7;7;4;0;8877052;NA;PM;10,60500000000000;16,0750000000000;28,0000000000000
DIJ-223B;2022;10/05/2022;09/04/2022;11/04/2022;27/04/2022;7;7;7;0;8877398;8877399;PM;15,36571428571429;19,0557142857143;44,8571428571429
DIJ-224;2021;16/05/2021;08/04/2021;15/04/2021;03/05/2021;9;8;0;0;NA;NA;PM;NA;NA;NA
DIJ-224;2022;09/05/2022;07/04/2022;12/04/2022;26/04/2022;7;7;7;0;8877368;8877369;PM;15,93285714285714;19,4528571428571;44,7857142857143
DIJ-224B;2021;12/05/2021;06/04/2021;15/04/2021;29/04/2021;11;10;0;0;NA;NA;CC;NA;NA;NA
DIJ-224B;2022;17/05/2022;10/04/2022;20/04/2022;04/05/2022;11;10;8;0;NA;NA;CC;9,99250000000000;16,3600000000000;38,6250000000000
DIJ-225;2021;14/05/2021;05/04/2021;13/04/2021;01/05/2021;10;10;8;0;NA;NA;CC;8,65875000000000;16,0325000000000;36,5625000000000
DIJ-225B;2022;06/05/2022;02/04/2022;08/04/2022;23/04/2022;8;8;8;0;8876588;8876589;PM;14,38000000000000;18,5900000000000;40,1875000000000
DIJ-227;2021;12/05/2021;05/04/2021;12/04/2021;29/04/2021;9;9;7;0;NA;NA;CC;10,59714285714286;16,5157142857143;36,7857142857143
DIJ-229;2021;06/05/2021;08/04/2021;25/04/2021;NA;9;0;0;0;NA;NA;CC;NA;NA;NA
DIJ-229;2022;17/05/2022;15/04/2022;19/04/2022;04/05/2022;6;6;6;0;8877447;NA;PM;14,75666666666667;19,7950000000000;45,0000000000000
DIJ-232;2021;12/05/2021;04/04/2021;12/04/2021;29/04/2021;10;9;7;0;NA;NA;CC;6,97000000000000;14,6400000000000;24,4285714285714
DIJ-232;2022;08/05/2022;01/04/2022;09/04/2022;25/04/2022;10;10;10;0;NA;NA;CC;NA;NA;NA
DIJ-233;2021;12/05/2021;06/04/2021;10/04/2021;29/04/2021;6;6;5;0;8877033;8877034;PM;15,84600000000000;19,2480000000000;42,2000000000000
DIJ-233;2022;07/05/2022;01/04/2022;08/04/2022;22/04/2022;9;9;6;0;NA;8876598;PM;16,07500000000000;19,7483333333333;43,7500000000000
DIJ-234;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;8;8;0;NA;NA;CC;8,56750000000000;16,0075000000000;34,6875000000000
DIJ-235;2021;27/04/2021;05/04/2021;13/04/2021;NA;10;0;0;0;NA;NA;CC;NA;NA;NA
DIJ-235;2022;02/05/2022;29/03/2022;06/04/2022;19/04/2022;10;8;8;0;NA;NA;PM;15,46375000000000;19,7762500000000;44,0000000000000
DIJ-236;2021;08/05/2021;04/04/2021;11/04/2021;25/04/2021;9;9;9;0;NA;8876520;PM;14,22444444444444;18,4733333333333;40,0555555555556
DIJ-236;2022;01/05/2022;29/03/2022;05/04/2022;18/04/2022;9;9;9;0;8877094;NA;PM;15,43222222222222;19,0611111111111;42,3888888888889
DIJ-237;2021;13/05/2021;09/04/2021;16/04/2021;30/04/2021;9;9;9;0;8877045;8877044;PM;16,61444444444444;19,1755555555556;41,2222222222222
DIJ-237;2022;28/04/2022;26/03/2022;03/04/2022;15/04/2022;10;10;9;0;8877045;NA;PM;14,30333333333333;18,4833333333333;39,6666666666667
DIJ-238;2021;08/05/2021;05/04/2021;09/04/2021;25/04/2021;6;6;6;0;8876519;8876518;PM;15,07166666666667;19,3500000000000;43,4166666666667
DIJ-240;2022;18/04/2022;02/04/2022;NA;NA;7;0;0;0;NA;NA;PM;NA;NA;NA
DIJ-242;2021;09/05/2021;04/04/2021;10/04/2021;26/04/2021;8;8;8;0;8876527;8876526;PM;12,73250000000000;17,5212500000000;31,0000000000000
DIJ-242;2022;10/05/2022;07/04/2022;14/04/2022;27/04/2022;9;9;9;0;8877387;8877386;PM;16,59555555555556;20,1333333333333;47,0555555555556
DIJ-244;2022;05/04/2022;28/03/2022;NA;NA;NA;0;0;0;NA;NA;PM;NA;NA;NA
DIJ-245;2022;04/05/2022;31/03/2022;07/04/2022;21/04/2022;9;9;7;1;8876583;NA;PM;16,47285714285714;19,5057142857143;43,9285714285714
DIJ-246;2021;11/05/2021;30/03/2021;11/04/2021;28/04/2021;13;13;9;0;NA;NA;CC;9,98666666666667;16,8122222222222;38,8888888888889
DIJ-246;2022;25/04/2022;15/04/2022;NA;NA;NA;0;0;0;NA;NA;CC;NA;NA;NA
DIJ-247;2021;08/05/2021;05/04/2021;12/04/2021;25/04/2021;9;9;8;0;8876514;8876513;PM;13,70000000000000;19,7287500000000;40,5000000000000
DIJ-248;2021;11/05/2021;06/04/2021;12/04/2021;28/04/2021;8;8;7;0;8877028;8877027;PM;13,89714285714286;17,9328571428571;36,0714285714286
DIJ-249;2021;04/05/2021;31/03/2021;07/04/2021;21/04/2021;9;8;7;0;NA;8876502;PM;15,01142857142857;19,5185714285714;42,1428571428571
DIJ-249;2022;06/05/2022;01/04/2022;09/04/2022;23/04/2022;10;10;10;0;8876587;NA;PM;15,75200000000000;19,9180000000000;47,0500000000000
DIJ-251;2021;09/05/2021;31/03/2021;08/04/2021;25/04/2021;10;10;0;0;NA;NA;PM;NA;NA;NA
DIJ-251;2022;01/05/2022;25/03/2022;06/04/2022;18/04/2022;9;9;9;0;NA;8877095;PM;16,74777777777778;20,2966666666667;42,9444444444444
DIJ-253;2021;09/05/2021;30/03/2021;06/04/2021;26/04/2021;11;11;4;0;NA;NA;CC;7,94750000000000;14,7900000000000;28,0000000000000
DIJ-253;2022;19/04/2022;10/04/2022;NA;NA;5;0;0;0;NA;NA;CC;NA;NA;NA
DIJ-254;2022;07/05/2022;03/04/2022;07/04/2022;24/04/2022;6;5;5;0;8876597;NA;PM;18,24400000000000;19,8100000000000;44,4000000000000
DIJ-255;2021;10/05/2021;06/04/2021;11/04/2021;27/04/2021;7;7;7;0;NA;8877024;PM;13,51857142857143;18,8871428571429;37,5000000000000
