id_nestbox;site;year;breeding_window;laying_date;flight_date;clutch_size;brood_size;fledgling_nb;success_manipulated;father_id;mother_id;species;mass;tarsus_length;wing_length;cumdd_30;min_t_before;min_t_between;mean_winter_t;sd_winter_t;lsource_0_m;lsource_0_iq;lsource_10_m;lsource_10_iq;lflux_0_m;lflux_0_iq;lflux_10_m;lflux_10_iq;lsource_vs150_m;lsource_vs150_sd;noise_m;noise_iq;trafic;age_class;strata_div;woodyveg_volume;woodyveg_sd;vegetation_area;woody_area;herbaceous_area;soft_manag_area;open_area;built_area
DIJ-044;port_du_canal;2022;late_2022;2022-04-08;2022-05-11;7;7;7;0;8877507;8877506;PM;16,60571428571428;20,3042857142857;48,5000000000000;NA;NA;NA;NA;NA;10;25,75;69;4975;21,610946348679100;93,022311305617393;461144925915543;106872796737669;22;13,171445486505601;613096961975098;128301162719727;737789398668675;1;1;212280989028931;573522056524289;30767;20175;10592;1,84071084567698e+03;29872;9714
DIJ-045;port_du_canal;2019;early_2019;2019-03-30;2019-05-10;11;11;0;0;"NA";"NA";PM;NA;NA;NA;NA;NA;NA;NA;NA;14;29,25;72;375;25,007837367897501;113,069032684334005;520086261688729;1086917647242;25;13,305365169906700;593922386169434;111462287902832;643237138306069;1;1;218471517990112;507691722187678;33112;21603;11509;2,23114239989875e+03;30050;7191
DIJ-045;port_du_canal;2021;late_2021;2021-04-09;2021-05-18;11;11;5;0;"NA";"NA";CC;7,88600000000000;14,1120000000000;28,3000000000000;NA;NA;NA;NA;NA;14;29,25;72;375;25,007837367897501;113,069032684334005;520086261688729;1086917647242;25;13,305365169906700;593922386169434;111462287902832;643237138306069;1;1;218471517990112;507691722187678;33112;21603;11509;2,23114239989875e+03;30050;7191
DIJ-045;port_du_canal;2022;early_2022;2022-03-30;2022-05-04;10;10;9;0;"NA";"NA";PM;15,52000000000000;19,4400000000000;42,1111111111111;NA;NA;NA;NA;NA;14;29,25;72;375;25,007837367897501;113,069032684334005;520086261688729;1086917647242;25;13,305365169906700;593922386169434;111462287902832;643237138306069;1;1;218471517990112;507691722187678;33112;21603;11509;2,23114239989875e+03;30050;7191
DIJ-046;port_du_canal;2021;late_2021;2021-04-06;2021-05-11;10;10;7;0;8877029;8877030;PM;13,54000000000000;17,9828571428571;34,5714285714286;NA;NA;NA;NA;NA;18;27,75;74;2925;55,376423531997602;137,290039377340008;740531988595276;109553906093826;26;12,308035679376800;581374740600586;692565536499023;474681807860953;1;2;218252507598877;510620865158063;31352;20833;10519;1,39641321297655e+03;36083;2918
DIJ-046;port_du_canal;2022;late_2022;2022-04-11;2022-05-14;9;8;7;0;"NA";"NA";CC;10,29285714285714;17,0500000000000;40,1428571428571;NA;NA;NA;NA;NA;18;27,75;74;2925;55,376423531997602;137,290039377340008;740531988595276;109553906093826;26;12,308035679376800;581374740600586;692565536499023;474681807860953;1;2;218252507598877;510620865158063;31352;20833;10519;1,39641321297655e+03;36083;2918
DIJ-047;port_du_canal;2019;late_2019;2019-04-06;2019-05-10;7;5;4;0;"NA";"NA";PM;13,14500000000000;NA;NA;NA;NA;NA;NA;NA;16;26,50;77;39;85,084621182058598;199,644902753908013;868510406239311;165130888140206;26;12,184885214696701;578713111877441;590989303588867;522172112189876;1;2;204112332183838;527648782478099;31089;20234;10855;1,30526819965755e+03;36313;2951
DIJ-047;port_du_canal;2020;late_2020;2020-04-05;2020-05-06;7;7;6;0;"NA";8791997;PM;14,78000000000000;19,4000000000000;NA;NA;NA;NA;NA;NA;16;26,50;77;39;85,084621182058598;199,644902753908013;868510406239311;165130888140206;26;12,184885214696701;578713111877441;590989303588867;522172112189876;1;2;204112332183838;527648782478099;31089;20234;10855;1,30526819965755e+03;36313;2951
DIJ-047;port_du_canal;2022;late_2022;2022-04-07;2022-05-14;12;12;5;0;"NA";"NA";CC;9,20000000000000;16,9040000000000;38,7000000000000;NA;NA;NA;NA;NA;16;26,50;77;39;85,084621182058598;199,644902753908013;868510406239311;165130888140206;26;12,184885214696701;578713111877441;590989303588867;522172112189876;1;2;204112332183838;527648782478099;31089;20234;10855;1,30526819965755e+03;36313;2951
DIJ-048;port_du_canal;2019;early_2019;2019-04-01;2019-05-05;10;10;5;0;"NA";"NA";PM;13,32800000000000;NA;NA;NA;NA;NA;NA;NA;155;25,75;79;385;94,110486325902102;212,555327257675998;120141360461773;167233307843205;26;12,463483169610001;581266098022461;852806091308594;601242973397519;1;2;16854590447998;471119215735138;28793;18773;10020;1,86780737601062e+03;37739;3821
DIJ-048;port_du_canal;2021;late_2021;2021-04-09;2021-05-13;8;8;8;0;"NA";"NA";CC;8,31500000000000;16,4425000000000;34,6250000000000;NA;NA;NA;NA;NA;155;25,75;79;385;94,110486325902102;212,555327257675998;120141360461773;167233307843205;26;12,463483169610001;581266098022461;852806091308594;601242973397519;1;2;16854590447998;471119215735138;28793;18773;10020;1,86780737601062e+03;37739;3821
DIJ-048;port_du_canal;2022;late_2022;2022-04-05;2022-05-11;9;9;9;0;"NA";"NA";CC;10,30000000000000;17,0244444444444;39,6666666666667;NA;NA;NA;NA;NA;155;25,75;79;385;94,110486325902102;212,555327257675998;120141360461773;167233307843205;26;12,463483169610001;581266098022461;852806091308594;601242973397519;1;2;16854590447998;471119215735138;28793;18773;10020;1,86780737601062e+03;37739;3821
DIJ-049;port_du_canal;2019;late_2019;2019-04-09;2019-05-16;11;10;4;0;"NA";8791761;CC;7,76750000000000;NA;NA;NA;NA;NA;NA;NA;15;20,00;83;36;94,320980548060703;185,601386518005995;115072752559339;151995901058688;24;12,383648833732000;579093360900879;960357666015625;598540176097532;1;3;123228930908203;405361650992225;24023;15573;8450;5,59433534998408e+02;41321;5009
DIJ-049;port_du_canal;2021;late_2021;2021-04-13;2021-05-15;7;7;7;0;"NA";8877050;PM;14,07714285714286;18,3914285714286;37,9285714285714;NA;NA;NA;NA;NA;15;20,00;83;36;94,320980548060703;185,601386518005995;115072752559339;151995901058688;24;12,383648833732000;579093360900879;960357666015625;598540176097532;1;3;123228930908203;405361650992225;24023;15573;8450;5,59433534998408e+02;41321;5009
DIJ-049;port_du_canal;2022;late_2022;2022-04-14;2022-05-16;8;8;8;0;8877445;"NA";PM;16,83625000000000;19,5087500000000;46,3125000000000;NA;NA;NA;NA;NA;15;20,00;83;36;94,320980548060703;185,601386518005995;115072752559339;151995901058688;24;12,383648833732000;579093360900879;960357666015625;598540176097532;1;3;123228930908203;405361650992225;24023;15573;8450;5,59433534998408e+02;41321;5009
DIJ-050;port_du_canal;2019;early_2019;2019-03-22;2019-04-26;9;8;8;0;"NA";"NA";CC;7,86375000000000;15,2125000000000;33,0000000000000;NA;NA;NA;NA;NA;8;17,00;65;6825;64,083750027149904;133,075422476221007;585459796387084;696621288064894;15;12,011172373584101;567740707397461;815325927734375;312853521978102;0;2;198258178146362;591366692888921;28521;19133;9388;8,06946130230697e-02;35266;6566
DIJ-050;port_du_canal;2021;early_2021;2021-03-28;2021-05-04;11;10;5;0;"NA";"NA";CC;8,93600000000000;16,3220000000000;31,3000000000000;NA;NA;NA;NA;NA;8;17,00;65;6825;64,083750027149904;133,075422476221007;585459796387084;696621288064894;15;12,011172373584101;567740707397461;815325927734375;312853521978102;0;2;198258178146362;591366692888921;28521;19133;9388;8,06946130230697e-02;35266;6566
DIJ-050;port_du_canal;2022;early_2022;2022-03-31;2022-05-07;10;10;9;0;8877401;8876600;PM;13,47555555555556;18,3377777777778;43,7222222222222;NA;NA;NA;NA;NA;8;17,00;65;6825;64,083750027149904;133,075422476221007;585459796387084;696621288064894;15;12,011172373584101;567740707397461;815325927734375;312853521978102;0;2;198258178146362;591366692888921;28521;19133;9388;8,06946130230697e-02;35266;6566
DIJ-051;port_du_canal;2019;early_2019;2019-03-28;2019-05-02;8;5;3;0;"NA";"NA";PM;14,70000000000000;NA;NA;NA;NA;NA;NA;NA;7;15,25;54;56;31,830509751224099;84,421443090184397;44225372332397;412214477776811;13;9,461128035909590;558941040039062;828362655639648;247936870567942;0;2;184762848114014;591767290268515;26067;17318;8749;0,00000000000000e+00;37591;6695
DIJ-051;port_du_canal;2020;early_2020;2020-03-31;2020-04-29;7;7;0;0;"NA";"NA";PM;NA;NA;NA;NA;NA;NA;NA;NA;7;15,25;54;56;31,830509751224099;84,421443090184397;44225372332397;412214477776811;13;9,461128035909590;558941040039062;828362655639648;247936870567942;0;2;184762848114014;591767290268515;26067;17318;8749;0,00000000000000e+00;37591;6695
DIJ-051;port_du_canal;2022;late_2022;2022-04-12;2022-05-15;9;9;0;0;"NA";"NA";PM;NA;NA;NA;NA;NA;NA;NA;NA;7;15,25;54;56;31,830509751224099;84,421443090184397;44225372332397;412214477776811;13;9,461128035909590;558941040039062;828362655639648;247936870567942;0;2;184762848114014;591767290268515;26067;17318;8749;0,00000000000000e+00;37591;6695
DIJ-052;port_du_canal;2021;early_2021;2021-04-01;2021-05-05;8;8;7;0;8876504;8876503;PM;14,06857142857143;17,9871428571429;37,1428571428571;NA;NA;NA;NA;NA;5;11,25;485;475;20,895912587095800;75,443282276169199;366220619224571;295872538671139;13;9,095184446983520;548185920715332;832165145874023;0;0;3;174139025146484;599271614017906;25202;16216;8986;0,00000000000000e+00;38921;6230
DIJ-053;port_du_canal;2019;early_2019;2019-04-02;2019-05-04;8;8;7;0;"NA";"NA";PM;13,70857142857143;NA;NA;NA;NA;NA;NA;NA;45;11,00;50;425;19,335640797390699;80,422974283231497;318428492310142;301568623192765;15;9,133423515297620;566328430175781;914729690551758;841159855487356;0;2;157443398117065;593045514577927;23644;14775;8869;1,13893467484799e+02;38849;7860
DIJ-053;port_du_canal;2022;early_2022;2022-03-24;2022-04-18;9;0;0;0;"NA";"NA";PM;NA;NA;NA;NA;NA;NA;NA;NA;45;11,00;50;425;19,335640797390699;80,422974283231497;318428492310142;301568623192765;15;9,133423515297620;566328430175781;914729690551758;841159855487356;0;2;157443398117065;593045514577927;23644;14775;8869;1,13893467484799e+02;38849;7860
DIJ-054;port_du_canal;2019;early_2019;2019-03-27;2019-05-04;10;10;8;0;"NA";"NA";PM;12,42375000000000;NA;NA;NA;NA;NA;NA;NA;5;11,00;49;38;16,099213359971500;91,957255602754799;346821141848478;412215634418275;15;9,652899469265980;572792358398438;138513069152832;405946333715322;0;0;615630644378662;509481551401148;15536;7729;7807;2,18936457408718e+02;40067;14750
DIJ-059;darcy;2022;early_2022;2022-03-30;2022-05-03;8;8;8;0;8876578;8876579;PM;12,79875000000000;17,6975000000000;37,0000000000000;NA;NA;NA;NA;NA;12;15,00;38;18;84,564593859769104;144,807472251346013;892074757826956;989090383003892;11;15,031656199988801;592021255493164;19207145690918;479961311111902;2;3;210850489273071;578908019690406;23906;18112;5794;0,00000000000000e+00;24970;21477
DIJ-067;sq_benedictins;2019;late_2019;2019-04-07;2019-05-09;8;8;7;0;"NA";"NA";PM;14,93000000000000;NA;NA;NA;NA;NA;NA;NA;1;4,00;5;95;8,446658134168651;94,751640674881799;181265706105573;699272824483537;2;9,001509913919190;475235710144043;126291351318359;218140329013861;2;2;700425581207275;564975425956096;9964;6767;3197;0,00000000000000e+00;27906;32483
DIJ-068;musee_vie_bourg;2019;early_2019;2019-03-25;2019-04-27;8;5;0;0;"NA";"NA";PM;NA;NA;NA;NA;NA;NA;NA;NA;2;6,00;15;15;23,343439095841202;198,904681905224010;570070073646094;123766151165575;6;6,199557982199390;499232444763184;126177101135254;295330582246747;1;2;874635292358398;463000280803681;16928;10807;6121;0,00000000000000e+00;28374;25051
DIJ-068;musee_vie_bourg;2020;early_2020;2020-03-25;2020-04-28;10;10;7;0;"NA";"NA";PM;12,52500000000000;18,2950000000000;NA;NA;NA;NA;NA;NA;2;6,00;15;15;23,343439095841202;198,904681905224010;570070073646094;123766151165575;6;6,199557982199390;499232444763184;126177101135254;295330582246747;1;2;874635292358398;463000280803681;16928;10807;6121;0,00000000000000e+00;28374;25051
DIJ-071;musee_vie_bourg;2019;early_2019;2019-03-27;2019-05-04;13;12;0;0;"NA";"NA";CC;NA;NA;NA;NA;NA;NA;NA;NA;3;7,00;15;15;29,515458104060901;203,947674907562998;658553000963854;159442090305492;6;6,216718108256230;526458358764648;14754508972168;560325686141104;1;2;821418410949707;462876908332756;13934;9585;4349;0,00000000000000e+00;30002;26417
DIJ-071;musee_vie_bourg;2020;early_2020;2020-03-25;2020-04-30;11;11;10;0;"NA";"NA";CC;8,81000000000000;16,3800000000000;NA;NA;NA;NA;NA;NA;3;7,00;15;15;29,515458104060901;203,947674907562998;658553000963854;159442090305492;6;6,216718108256230;526458358764648;14754508972168;560325686141104;1;2;821418410949707;462876908332756;13934;9585;4349;0,00000000000000e+00;30002;26417
DIJ-071;musee_vie_bourg;2021;early_2021;2021-03-28;2021-05-03;11;11;8;0;"NA";"NA";CC;10,00000000000000;16,7800000000000;33,6250000000000;NA;NA;NA;NA;NA;3;7,00;15;15;29,515458104060901;203,947674907562998;658553000963854;159442090305492;6;6,216718108256230;526458358764648;14754508972168;560325686141104;1;2;821418410949707;462876908332756;13934;9585;4349;0,00000000000000e+00;30002;26417
DIJ-071;musee_vie_bourg;2022;early_2022;2022-03-22;2022-04-26;11;11;10;0;"NA";"NA";CC;9,88400000000000;NA;36,1000000000000;NA;NA;NA;NA;NA;3;7,00;15;15;29,515458104060901;203,947674907562998;658553000963854;159442090305492;6;6,216718108256230;526458358764648;14754508972168;560325686141104;1;2;821418410949707;462876908332756;13934;9585;4349;0,00000000000000e+00;30002;26417
DIJ-072;bd_strasbourg;2019;late_2019;2019-04-09;2019-05-13;9;7;6;0;8791247;8791432;CC;8,65166666666667;NA;NA;NA;NA;NA;NA;NA;3;6,00;42;26;38,796201968069298;115,316488513891997;846436589779685;101717282072344;7;6,349506872189070;552829055786133;108705253601074;586952036258167;2;1;173401537536621;524159168708286;32300;21801;10499;0,00000000000000e+00;24844;13209
DIJ-072;bd_strasbourg;2020;late_2020;2020-04-06;2020-05-11;10;10;5;0;"NA";"NA";CC;8,47000000000000;15,2000000000000;NA;NA;NA;NA;NA;NA;3;6,00;42;26;38,796201968069298;115,316488513891997;846436589779685;101717282072344;7;6,349506872189070;552829055786133;108705253601074;586952036258167;2;1;173401537536621;524159168708286;32300;21801;10499;0,00000000000000e+00;24844;13209
DIJ-072;bd_strasbourg;2021;early_2021;2021-04-02;2021-05-15;14;14;8;0;"NA";"NA";CC;8,70500000000000;15,4987500000000;32,3125000000000;NA;NA;NA;NA;NA;3;6,00;42;26;38,796201968069298;115,316488513891997;846436589779685;101717282072344;7;6,349506872189070;552829055786133;108705253601074;586952036258167;2;1;173401537536621;524159168708286;32300;21801;10499;0,00000000000000e+00;24844;13209
DIJ-073;bd_strasbourg;2020;late_2020;2020-04-15;2020-05-18;9;8;3;0;"NA";"NA";CC;11,32000000000000;16,3250000000000;NA;NA;NA;NA;NA;NA;3;7,25;44;305;31,010458945900101;100,608181340626999;759437472802953;975594818285753;8;6,643973538712350;555193328857422;107934265136719;580930325380385;2;2;174230492538452;516499129050507;33607;22298;11309;0,00000000000000e+00;23953;12793
DIJ-073;bd_strasbourg;2022;early_2022;2022-03-22;2022-04-18;9;8;0;0;"NA";"NA";PM;NA;NA;NA;NA;NA;NA;NA;NA;3;7,25;44;305;31,010458945900101;100,608181340626999;759437472802953;975594818285753;8;6,643973538712350;555193328857422;107934265136719;580930325380385;2;2;174230492538452;516499129050507;33607;22298;11309;0,00000000000000e+00;23953;12793
DIJ-074;bd_strasbourg;2021;early_2021;2021-04-03;2021-04-26;12;0;0;0;"NA";"NA";CC;NA;NA;NA;NA;NA;NA;NA;NA;4;9,00;45;36;35,334756011892097;103,501877025517004;812527508861042;982118344672081;9;6,444837303167210;555604515075684;106906318664551;558995115058419;2;2;162346096862793;506825703393089;32204;20779;11425;0,00000000000000e+00;24278;13871
DIJ-076;bd_strasbourg;2019;late_2019;2019-04-05;2019-05-14;12;12;4;0;"NA";8791552;CC;8,98000000000000;NA;NA;NA;NA;NA;NA;NA;5;9,25;505;345;39,389000738286299;116,962938651526002;909834781358427;107827730315896;11;6,382201317302270;558379974365234;124946746826172;585734345101129;2;3;157412108764648;520506743635522;33170;19767;13403;0,00000000000000e+00;24791;12392
DIJ-076;bd_strasbourg;2020;late_2020;2020-04-04;2020-05-11;12;11;9;0;"NA";"NA";CC;NA;16,0766666666667;NA;NA;NA;NA;NA;NA;5;9,25;505;345;39,389000738286299;116,962938651526002;909834781358427;107827730315896;11;6,382201317302270;558379974365234;124946746826172;585734345101129;2;3;157412108764648;520506743635522;33170;19767;13403;0,00000000000000e+00;24791;12392
DIJ-079;bd_strasbourg;2019;late_2019;2019-04-05;2019-05-09;9;9;8;0;"NA";"NA";PM;14,32125000000000;NA;NA;NA;NA;NA;NA;NA;3;5,00;36;2775;35,276405956673301;107,897351932052999;879844232952468;803174471698391;6;6,095473630163910;580789184570312;116620407104492;49129570163209;1;2;124706337921143;469153125997773;25515;16453;9062;0,00000000000000e+00;31156;13682
DIJ-079;bd_strasbourg;2021;early_2021;2021-03-26;2021-04-27;9;9;8;0;8791928;8791929;PM;14,60875000000000;19,3087500000000;39,1250000000000;NA;NA;NA;NA;NA;3;5,00;36;2775;35,276405956673301;107,897351932052999;879844232952468;803174471698391;6;6,095473630163910;580789184570312;116620407104492;49129570163209;1;2;124706337921143;469153125997773;25515;16453;9062;0,00000000000000e+00;31156;13682
DIJ-079;bd_strasbourg;2022;early_2022;2022-03-29;2022-04-20;7;0;0;0;"NA";"NA";PM;NA;NA;NA;NA;NA;NA;NA;NA;3;5,00;36;2775;35,276405956673301;107,897351932052999;879844232952468;803174471698391;6;6,095473630163910;580789184570312;116620407104492;49129570163209;1;2;124706337921143;469153125997773;25515;16453;9062;0,00000000000000e+00;31156;13682
DIJ-080;republique;2019;early_2019;2019-04-02;2019-05-12;13;11;0;0;"NA";"NA";CC;NA;NA;NA;NA;NA;NA;NA;NA;15;3,00;7;775;3,744246142478050;25,850500047495000;12229805008377;296341715270278;15;13,195102883205800;644367599487305;197879486083984;715981109076649;0;0;812565579376221;566873337557909;12068;8821;3247;0,00000000000000e+00;38617;19668
DIJ-081;republique;2020;early_2020;2020-03-22;2020-04-24;9;NA;0;0;"NA";"NA";PM;NA;NA;NA;NA;NA;NA;NA;NA;2;4,00;7;9;10,123514365042899;68,534120974715293;155221980457254;467487167511512;10;12,443058357987800;603352584838867;230722389221191;661684962719944;1;2;673418323364258;50024959381276;11306;8049;3257;0,00000000000000e+00;36818;22229
DIJ-082;republique;2020;late_2020;2020-04-07;2020-05-11;9;9;6;0;"NA";"NA";CC;NA;16,8500000000000;NA;NA;NA;NA;NA;NA;1;2,75;7;775;0,784982395191426;18,474034495030001;853971061419552;223752853910022;11;13,671082688410401;605716857910156;271994400024414;626133537369759;1;2;646732945556641;530978135376864;11565;7709;3856;0,00000000000000e+00;37784;21004
DIJ-082;republique;2022;late_2022;2022-04-07;2022-05-13;12;12;6;0;"NA";"NA";CC;NA;NA;NA;NA;NA;NA;NA;NA;1;2,75;7;775;0,784982395191426;18,474034495030001;853971061419552;223752853910022;11;13,671082688410401;605716857910156;271994400024414;626133537369759;1;2;646732945556641;530978135376864;11565;7709;3856;0,00000000000000e+00;37784;21004
DIJ-083;conseil_regional;2020;early_2020;2020-03-31;2020-05-03;8;8;6;0;"NA";8791854;PM;14,01500000000000;18,4850000000000;NA;NA;NA;NA;NA;NA;2;4,00;6;75;11,505111167865900;83,971587255257006;180105743984793;428623462872506;5;5,175981395561290;513921318054199;201785659790039;278819458327235;1;3;999974165649414;547209504784881;15497;10141;5356;0,00000000000000e+00;30379;24477
DIJ-084;conseil_regional;2019;early_2019;2019-03-25;2019-04-29;9;8;0;0;"NA";"NA";PM;NA;NA;NA;NA;NA;NA;NA;NA;1;3,00;5;6;10,240539787242200;77,845745471674903;18947709669;536731545670756;5;7,525319893569550;54738094329834;221265296936035;369251814094104;1;3;668768874511719;458121056922963;12409;8138;4271;0,00000000000000e+00;33383;24561
DIJ-084;conseil_regional;2021;late_2021;2021-04-05;2021-05-19;12;12;0;0;"NA";"NA";CC;NA;NA;NA;NA;NA;NA;NA;NA;1;3,00;5;6;10,240539787242200;77,845745471674903;18947709669;536731545670756;5;7,525319893569550;54738094329834;221265296936035;369251814094104;1;3;668768874511719;458121056922963;12409;8138;4271;0,00000000000000e+00;33383;24561
DIJ-084;conseil_regional;2022;late_2022;2022-04-05;2022-05-13;12;12;0;0;"NA";"NA";CC;NA;NA;NA;NA;NA;NA;NA;NA;1;3,00;5;6;10,240539787242200;77,845745471674903;18947709669;536731545670756;5;7,525319893569550;54738094329834;221265296936035;369251814094104;1;3;668768874511719;458121056922963;12409;8138;4271;0,00000000000000e+00;33383;24561
DIJ-085;conseil_regional;2020;early_2020;2020-03-24;2020-04-29;11;11;8;0;8791855;"NA";PM;13,20500000000000;18,5050000000000;NA;NA;NA;NA;NA;NA;1;2,00;5;5;2,339803030836590;53,508359194916800;134744348248552;428064707585295;4;8,653783531401430;514306793212891;217050666809082;204704660786518;1;3;597082655181885;444679580990522;11443;7484;3959;0,00000000000000e+00;32608;26302
DIJ-085;conseil_regional;2021;early_2021;2021-04-03;2021-05-08;9;9;7;0;8876516;8876517;PM;11,73714285714286;17,6942857142857;33,6428571428571;NA;NA;NA;NA;NA;1;2,00;5;5;2,339803030836590;53,508359194916800;134744348248552;428064707585295;4;8,653783531401430;514306793212891;217050666809082;204704660786518;1;3;597082655181885;444679580990522;11443;7484;3959;0,00000000000000e+00;32608;26302
DIJ-085;conseil_regional;2022;late_2022;2022-04-03;2022-05-08;10;9;9;0;8877407;8876517;PM;12,50888888888889;18,7288888888889;38,3333333333333;NA;NA;NA;NA;NA;1;2,00;5;5;2,339803030836590;53,508359194916800;134744348248552;428064707585295;4;8,653783531401430;514306793212891;217050666809082;204704660786518;1;3;597082655181885;444679580990522;11443;7484;3959;0,00000000000000e+00;32608;26302
DIJ-086;arquebuse;2022;early_2022;2022-03-28;2022-05-02;9;9;0;0;"NA";"NA";PM;NA;NA;NA;NA;NA;NA;NA;NA;3;7,00;15;11;5,659677431831640;49,624032113682802;116153842585305;557360784253745;4;3,698892351921890;565133399963379;95003662109375;467538160971784;1;3;196049091308594;65099835172376;25502;17513;7989;0,00000000000000e+00;26578;18273
DIJ-087;arquebuse;2021;early_2021;2021-03-27;2021-04-30;9;9;8;0;"NA";8877003;PM;13,03875000000000;18,6675000000000;39,3125000000000;NA;NA;NA;NA;NA;5;9,00;17;13;5,784035614304270;28,055983209147200;111368867086535;318960647218433;4;3,319225910185150;570456657409668;832707977294922;348451435584888;1;3;266643171630859;759857262460878;30104;20640;9464;0,00000000000000e+00;23702;16547
DIJ-088;arquebuse;2019;early_2019;2019-03-31;2019-05-03;7;6;6;0;"NA";"NA";PM;15,42500000000000;NA;NA;NA;NA;NA;NA;NA;7;9,00;21;18;8,798051473688570;49,942150369486903;17386770753025;700129847322338;5;3,419329161828110;573281211853027;100163993835449;241777357252778;2;3;254222868392944;761170499809207;29337;19521;9816;0,00000000000000e+00;25039;15977
DIJ-090;arquebuse;2019;early_2019;2019-03-27;2019-05-02;9;9;7;0;"NA";"NA";PM;14,24000000000000;NA;NA;NA;NA;NA;NA;NA;8;8,00;37;45;10,445289998171500;64,940845483518501;37870980407382;732498641319216;6;4,865520342325400;592075538635254;148562049865723;390802281507134;2;4;217108030517578;772564646012672;21466;14917;6549;0,00000000000000e+00;33738;15149
DIJ-090;arquebuse;2021;early_2021;2021-04-02;2021-05-05;8;7;6;0;1299BFC;"NA";PM;14,38166666666667;19,4600000000000;39,8333333333333;NA;NA;NA;NA;NA;8;8,00;37;45;10,445289998171500;64,940845483518501;37870980407382;732498641319216;6;4,865520342325400;592075538635254;148562049865723;390802281507134;2;4;217108030517578;772564646012672;21466;14917;6549;0,00000000000000e+00;33738;15149
DIJ-090;arquebuse;2022;late_2022;2022-04-10;2022-04-18;4;0;0;0;"NA";"NA";PM;NA;NA;NA;NA;NA;NA;NA;NA;8;8,00;37;45;10,445289998171500;64,940845483518501;37870980407382;732498641319216;6;4,865520342325400;592075538635254;148562049865723;390802281507134;2;4;217108030517578;772564646012672;21466;14917;6549;0,00000000000000e+00;33738;15149
DIJ-091;arquebuse;2019;late_2019;2019-04-12;2019-05-21;14;5;5;0;"NA";"NA";CC;7,58800000000000;NA;NA;NA;NA;NA;NA;NA;8;8,75;33;40;7,805038470583130;50,804116095676598;305257716696147;622650643838483;6;5,968647465049920;593922386169434;134113235473633;37774240223062;0;3;236936818054199;77253548026712;25315;16578;8737;0,00000000000000e+00;31744;13294
DIJ-092;arquebuse;2019;late_2019;2019-04-04;2019-05-13;10;9;7;0;8791404;8791396;CC;6,36857142857143;NA;NA;NA;NA;NA;NA;NA;8;8,00;26;19;8,707079511747910;52,083224198166803;196213108007251;695882374873151;6;3,463341315208140;578876075744629;663233184814453;301138538154023;2;3;26026378793335;750682892132237;31667;19940;11727;0,00000000000000e+00;25961;12725
DIJ-092;arquebuse;2020;early_2020;2020-03-29;2020-05-04;7;7;7;0;"NA";"NA";CC;10,94000000000000;16,4850000000000;NA;NA;NA;NA;NA;NA;8;8,00;26;19;8,707079511747910;52,083224198166803;196213108007251;695882374873151;6;3,463341315208140;578876075744629;663233184814453;301138538154023;2;3;26026378793335;750682892132237;31667;19940;11727;0,00000000000000e+00;25961;12725
DIJ-093;arquebuse;2020;early_2020;2020-03-25;2020-04-27;8;8;8;0;8382541;"NA";PM;15,35500000000000;18,9200000000000;NA;NA;NA;NA;NA;NA;7;10,00;21;17;7,481081684665800;34,359559224560400;134659912059757;506232445484807;5;3,143873492030520;57539966583252;656171798706055;988713638540573;2;3;300934883041382;743116305089352;35453;23096;12357;0,00000000000000e+00;22471;12429
DIJ-093;arquebuse;2021;early_2021;2021-03-31;2021-04-23;12;0;0;0;"NA";"NA";CC;NA;NA;NA;NA;NA;NA;NA;NA;7;10,00;21;17;7,481081684665800;34,359559224560400;134659912059757;506232445484807;5;3,143873492030520;57539966583252;656171798706055;988713638540573;2;3;300934883041382;743116305089352;35453;23096;12357;0,00000000000000e+00;22471;12429
DIJ-096;arquebuse;2019;late_2019;2019-04-03;2019-05-13;11;7;7;0;"NA";8791413;CC;6,32857142857143;NA;NA;NA;NA;NA;NA;NA;8;11,00;20;16;5,659677431831640;10,012039775862601;985370696922683;132790344772718;3;2,978008604865940;574530563354492;506251907348633;474401485642937;1;3;381142618713379;756889350874351;43648;28018;15630;0,00000000000000e+00;16643;10062
DIJ-096;arquebuse;2020;late_2020;2020-04-16;2020-05-19;7;6;0;0;"NA";"NA";PM;NA;NA;NA;NA;NA;NA;NA;NA;8;11,00;20;16;5,659677431831640;10,012039775862601;985370696922683;132790344772718;3;2,978008604865940;574530563354492;506251907348633;474401485642937;1;3;381142618713379;756889350874351;43648;28018;15630;0,00000000000000e+00;16643;10062
DIJ-096;arquebuse;2021;late_2021;2021-04-19;2021-05-20;7;7;6;0;"NA";8877054;PM;14,57500000000000;19,0416666666667;40,7500000000000;NA;NA;NA;NA;NA;8;11,00;20;16;5,659677431831640;10,012039775862601;985370696922683;132790344772718;3;2,978008604865940;574530563354492;506251907348633;474401485642937;1;3;381142618713379;756889350874351;43648;28018;15630;0,00000000000000e+00;16643;10062
DIJ-096;arquebuse;2022;late_2022;2022-04-11;2022-05-14;6;3;1;0;"NA";7556111;PM;16,68000000000000;19,2400000000000;48,5000000000000;NA;NA;NA;NA;NA;8;11,00;20;16;5,659677431831640;10,012039775862601;985370696922683;132790344772718;3;2,978008604865940;574530563354492;506251907348633;474401485642937;1;3;381142618713379;756889350874351;43648;28018;15630;0,00000000000000e+00;16643;10062
