id_nestbox;site;coord_x;coord_y;year;dist;species;breeding_window;laying_date;flight_date;clutch_size;brood_size;fledgling_nb;mass;tarsus_length;wing_length;father_id;father_cond;mother_id;mother_cond;cumdd_30;cumdd_60;cumdd_between;min_t_before;min_t_between;mean_winter_t;sd_winter_t;lsource_0_m;lsource_0_iq;lsource_10_m;lsource_10_iq;lflux_0_m;lflux_0_iq;lflux_10_m;lflux_10_iq;lsource_vs150_m;lsource_vs150_iq;noise_m;noise_iq;trafic;age_class;strata_div;woodyveg_volume;woodyveg_sd;woody_area;vegetation_area;herbaceous_area;soft_manag_area;built_area;build_volume;build_sd;open_area;water_area
DIJ-071;musee_vie_bourg;853904,8142;6692689,625;2020;100;CC;early_2020;2020-03-25;2020-04-30;11;11,00000000000000;10;8,81000000000000;16,3800000000000;NA;NA;NA;NA;NA;263,290000000000;496,280000000000;474,460000000000;0,273000000000000;0,9620000000000000;6,20433554083885;3,77713249428980;8,0;10,25;15,5;8,75;154,573037000;208,764385600;165,747991900;223,758686200;9;11,00;54,47638321;14,867073060;2532148,588000;1;2;49563,345830;4,874647841;5228;7131;1903;0,000000000;10247;1,138223494e+05;4,544605708;14022;0
DIJ-071;musee_vie_bourg;853904,8142;6692689,625;2020;150;CC;early_2020;2020-03-25;2020-04-30;11;11,00000000000000;10;8,81000000000000;16,3800000000000;NA;NA;NA;NA;NA;263,290000000000;496,280000000000;474,460000000000;0,273000000000000;0,9620000000000000;6,20433554083885;3,77713249428980;2,0;7,50;9,0;9,75;103,764142300;220,862790700;117,986624300;231,239303900;6;10,00;52,64583588;14,754508970;5603256,861000;1;2;82302,884170;4,731483586;9873;14420;4547;0,000000000;26496;2,879183898e+05;4,971891434;29734;0
DIJ-071;musee_vie_bourg;853904,8142;6692689,625;2020;200;CC;early_2020;2020-03-25;2020-04-30;11;11,00000000000000;10;8,81000000000000;16,3800000000000;NA;NA;NA;NA;NA;263,290000000000;496,280000000000;474,460000000000;0,273000000000000;0,9620000000000000;6,20433554083885;3,77713249428980;2,0;6,25;9,5;9,50;59,587516490;229,099964800;117,986624300;241,620421400;5;8,00;52,26811981;13,519962310;8306286,696000;1;2;139754,504700;4,921814259;17415;25389;7974;0,000000000;46932;5,010868332e+05;5,090688858;53279;0
DIJ-071;musee_vie_bourg;853904,8142;6692689,625;2021;50;CC;early_2021;2021-03-28;2021-05-03;11;11,00000000000000;8;10,00000000000000;16,7800000000000;33,6250000000000;NA;NA;NA;NA;219,800000000000;432,140000000000;367,410000000000;0,051000000000000;-1,3839999999999999;6,20433554083885;3,77713249428980;11,0;2,00;17,0;1,50;166,597187500;386,022225700;197,383646100;401,238023400;14;5,00;60,97291946;11,385234830;948110,156000;1;2;22920,493970;4,559152810;2320;3228;908;0,000000000;1349;1,061277846e+04;3,666838213;3273;0
DIJ-071;musee_vie_bourg;853904,8142;6692689,625;2021;100;CC;early_2021;2021-03-28;2021-05-03;11;11,00000000000000;8;10,00000000000000;16,7800000000000;33,6250000000000;NA;NA;NA;NA;219,800000000000;432,140000000000;367,410000000000;0,051000000000000;-1,3839999999999999;6,20433554083885;3,77713249428980;8,0;10,25;15,5;8,75;154,573037000;208,764385600;165,747991900;223,758686200;9;11,00;54,47638321;14,867073060;2532148,588000;1;2;49563,345830;4,874647841;5228;7131;1903;0,000000000;10247;1,138223494e+05;4,544605708;14022;0
DIJ-071;musee_vie_bourg;853904,8142;6692689,625;2021;150;CC;early_2021;2021-03-28;2021-05-03;11;11,00000000000000;8;10,00000000000000;16,7800000000000;33,6250000000000;NA;NA;NA;NA;219,800000000000;432,140000000000;367,410000000000;0,051000000000000;-1,3839999999999999;6,20433554083885;3,77713249428980;2,0;7,50;9,0;9,75;103,764142300;220,862790700;117,986624300;231,239303900;6;10,00;52,64583588;14,754508970;5603256,861000;1;2;82302,884170;4,731483586;9873;14420;4547;0,000000000;26496;2,879183898e+05;4,971891434;29734;0
DIJ-071;musee_vie_bourg;853904,8142;6692689,625;2021;200;CC;early_2021;2021-03-28;2021-05-03;11;11,00000000000000;8;10,00000000000000;16,7800000000000;33,6250000000000;NA;NA;NA;NA;219,800000000000;432,140000000000;367,410000000000;0,051000000000000;-1,3839999999999999;6,20433554083885;3,77713249428980;2,0;6,25;9,5;9,50;59,587516490;229,099964800;117,986624300;241,620421400;5;8,00;52,26811981;13,519962310;8306286,696000;1;2;139754,504700;4,921814259;17415;25389;7974;0,000000000;46932;5,010868332e+05;5,090688858;53279;0
DIJ-071;musee_vie_bourg;853904,8142;6692689,625;2022;50;CC;early_2022;2022-03-22;2022-04-26;11;11,00000000000000;10;9,88400000000000;NA;36,1000000000000;NA;NA;NA;NA;241,810000000000;390,390000000000;390,070000000000;-0,900000000000000;-1,3300000000000001;6,20433554083885;3,77713249428980;11,0;2,00;17,0;1,50;166,597187500;386,022225700;197,383646100;401,238023400;14;5,00;60,97291946;11,385234830;948110,156000;1;2;22920,493970;4,559152810;2320;3228;908;0,000000000;1349;1,061277846e+04;3,666838213;3273;0
DIJ-071;musee_vie_bourg;853904,8142;6692689,625;2022;100;CC;early_2022;2022-03-22;2022-04-26;11;11,00000000000000;10;9,88400000000000;NA;36,1000000000000;NA;NA;NA;NA;241,810000000000;390,390000000000;390,070000000000;-0,900000000000000;-1,3300000000000001;6,20433554083885;3,77713249428980;8,0;10,25;15,5;8,75;154,573037000;208,764385600;165,747991900;223,758686200;9;11,00;54,47638321;14,867073060;2532148,588000;1;2;49563,345830;4,874647841;5228;7131;1903;0,000000000;10247;1,138223494e+05;4,544605708;14022;0
DIJ-071;musee_vie_bourg;853904,8142;6692689,625;2022;150;CC;early_2022;2022-03-22;2022-04-26;11;11,00000000000000;10;9,88400000000000;NA;36,1000000000000;NA;NA;NA;NA;241,810000000000;390,390000000000;390,070000000000;-0,900000000000000;-1,3300000000000001;6,20433554083885;3,77713249428980;2,0;7,50;9,0;9,75;103,764142300;220,862790700;117,986624300;231,239303900;6;10,00;52,64583588;14,754508970;5603256,861000;1;2;82302,884170;4,731483586;9873;14420;4547;0,000000000;26496;2,879183898e+05;4,971891434;29734;0
DIJ-071;musee_vie_bourg;853904,8142;6692689,625;2022;200;CC;early_2022;2022-03-22;2022-04-26;11;11,00000000000000;10;9,88400000000000;NA;36,1000000000000;NA;NA;NA;NA;241,810000000000;390,390000000000;390,070000000000;-0,900000000000000;-1,3300000000000001;6,20433554083885;3,77713249428980;2,0;6,25;9,5;9,50;59,587516490;229,099964800;117,986624300;241,620421400;5;8,00;52,26811981;13,519962310;8306286,696000;1;2;139754,504700;4,921814259;17415;25389;7974;0,000000000;46932;5,010868332e+05;5,090688858;53279;0
DIJ-072;bd_strasbourg;855419,1611;6693192,977;2019;50;CC;late_2019;2019-04-09;2019-05-13;9;7,00000000000000;6;8,65166666666667;NA;NA;8791247;NA;8791432;NA;267,210000000000;505,730000000000;369,480000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;2,5;2,25;15,5;3,25;24,570357260;44,120484820;76,566711240;31,777580280;10;9,00;58,51579285;10,413085940;477872,113200;2;1;22150,943270;5,372298719;2154;4223;2069;0,000000000;1337;8,768621399e+03;3,301409663;2290;0
DIJ-072;bd_strasbourg;855419,1611;6693192,977;2019;100;CC;late_2019;2019-04-09;2019-05-13;9;7,00000000000000;6;8,65166666666667;NA;NA;8791247;NA;8791432;NA;267,210000000000;505,730000000000;369,480000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;3,0;3,00;16,0;8,00;62,171496210;87,010033440;87,122137190;54,544554350;8;11,00;56,62951279;10,027606960;3128303,536000;2;1;76398,749510;5,268482083;9422;15474;6052;0,000000000;5332;3,790453070e+04;3,734569775;10594;0
DIJ-072;bd_strasbourg;855419,1611;6693192,977;2019;150;CC;late_2019;2019-04-09;2019-05-13;9;7,00000000000000;6;8,65166666666667;NA;NA;8791247;NA;8791432;NA;267,210000000000;505,730000000000;369,480000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;3,0;3,50;16,0;8,00;59,788078960;101,180103100;87,122137190;79,044898920;7;10,00;55,28290558;10,870525360;5869520,363000;2;1;170988,936800;5,313603425;21508;32530;11022;0,000000000;13305;9,747589015e+04;3,949715375;24815;0
DIJ-072;bd_strasbourg;855419,1611;6693192,977;2019;200;CC;late_2019;2019-04-09;2019-05-13;9;7,00000000000000;6;8,65166666666667;NA;NA;8791247;NA;8791432;NA;267,210000000000;505,730000000000;369,480000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;3,0;4,00;15,0;8,00;56,755655300;104,932537000;86,188629670;83,685559760;6;9,00;54,84088898;10,449066160;8508832,113000;2;1;258076,244500;4,979948981;34548;52339;17791;0,000000000;28022;2,222259155e+05;4,809338728;45239;0
DIJ-072;bd_strasbourg;855419,1611;6693192,977;2020;50;CC;late_2020;2020-04-06;2020-05-11;10;10,00000000000000;5;8,47000000000000;15,2000000000000;NA;NA;NA;NA;NA;259,080000000000;473,530000000000;526,210000000000;-0,032000000000000;3,8270000000000000;5,74497832817337;3,77193716082082;2,5;2,25;15,5;3,25;24,570357260;44,120484820;76,566711240;31,777580280;10;9,00;58,51579285;10,413085940;477872,113200;2;1;22150,943270;5,372298719;2154;4223;2069;0,000000000;1337;8,768621399e+03;3,301409663;2290;0
DIJ-072;bd_strasbourg;855419,1611;6693192,977;2020;100;CC;late_2020;2020-04-06;2020-05-11;10;10,00000000000000;5;8,47000000000000;15,2000000000000;NA;NA;NA;NA;NA;259,080000000000;473,530000000000;526,210000000000;-0,032000000000000;3,8270000000000000;5,74497832817337;3,77193716082082;3,0;3,00;16,0;8,00;62,171496210;87,010033440;87,122137190;54,544554350;8;11,00;56,62951279;10,027606960;3128303,536000;2;1;76398,749510;5,268482083;9422;15474;6052;0,000000000;5332;3,790453070e+04;3,734569775;10594;0
DIJ-072;bd_strasbourg;855419,1611;6693192,977;2020;150;CC;late_2020;2020-04-06;2020-05-11;10;10,00000000000000;5;8,47000000000000;15,2000000000000;NA;NA;NA;NA;NA;259,080000000000;473,530000000000;526,210000000000;-0,032000000000000;3,8270000000000000;5,74497832817337;3,77193716082082;3,0;3,50;16,0;8,00;59,788078960;101,180103100;87,122137190;79,044898920;7;10,00;55,28290558;10,870525360;5869520,363000;2;1;170988,936800;5,313603425;21508;32530;11022;0,000000000;13305;9,747589015e+04;3,949715375;24815;0
DIJ-072;bd_strasbourg;855419,1611;6693192,977;2020;200;CC;late_2020;2020-04-06;2020-05-11;10;10,00000000000000;5;8,47000000000000;15,2000000000000;NA;NA;NA;NA;NA;259,080000000000;473,530000000000;526,210000000000;-0,032000000000000;3,8270000000000000;5,74497832817337;3,77193716082082;3,0;4,00;15,0;8,00;56,755655300;104,932537000;86,188629670;83,685559760;6;9,00;54,84088898;10,449066160;8508832,113000;2;1;258076,244500;4,979948981;34548;52339;17791;0,000000000;28022;2,222259155e+05;4,809338728;45239;0
DIJ-072;bd_strasbourg;855419,1611;6693192,977;2021;50;CC;early_2021;2021-04-02;2021-05-15;14;14,00000000000000;8;8,70500000000000;15,4987500000000;32,3125000000000;NA;NA;NA;NA;236,600000000000;446,760000000000;432,020000000000;-0,590000000000000;-1,4700000000000000;5,52811203319502;3,93854016206889;2,5;2,25;15,5;3,25;24,570357260;44,120484820;76,566711240;31,777580280;10;9,00;58,51579285;10,413085940;477872,113200;2;1;22150,943270;5,372298719;2154;4223;2069;0,000000000;1337;8,768621399e+03;3,301409663;2290;0
DIJ-072;bd_strasbourg;855419,1611;6693192,977;2021;100;CC;early_2021;2021-04-02;2021-05-15;14;14,00000000000000;8;8,70500000000000;15,4987500000000;32,3125000000000;NA;NA;NA;NA;236,600000000000;446,760000000000;432,020000000000;-0,590000000000000;-1,4700000000000000;5,52811203319502;3,93854016206889;3,0;3,00;16,0;8,00;62,171496210;87,010033440;87,122137190;54,544554350;8;11,00;56,62951279;10,027606960;3128303,536000;2;1;76398,749510;5,268482083;9422;15474;6052;0,000000000;5332;3,790453070e+04;3,734569775;10594;0
DIJ-072;bd_strasbourg;855419,1611;6693192,977;2021;150;CC;early_2021;2021-04-02;2021-05-15;14;14,00000000000000;8;8,70500000000000;15,4987500000000;32,3125000000000;NA;NA;NA;NA;236,600000000000;446,760000000000;432,020000000000;-0,590000000000000;-1,4700000000000000;5,52811203319502;3,93854016206889;3,0;3,50;16,0;8,00;59,788078960;101,180103100;87,122137190;79,044898920;7;10,00;55,28290558;10,870525360;5869520,363000;2;1;170988,936800;5,313603425;21508;32530;11022;0,000000000;13305;9,747589015e+04;3,949715375;24815;0
DIJ-072;bd_strasbourg;855419,1611;6693192,977;2021;200;CC;early_2021;2021-04-02;2021-05-15;14;14,00000000000000;8;8,70500000000000;15,4987500000000;32,3125000000000;NA;NA;NA;NA;236,600000000000;446,760000000000;432,020000000000;-0,590000000000000;-1,4700000000000000;5,52811203319502;3,93854016206889;3,0;4,00;15,0;8,00;56,755655300;104,932537000;86,188629670;83,685559760;6;9,00;54,84088898;10,449066160;8508832,113000;2;1;258076,244500;4,979948981;34548;52339;17791;0,000000000;28022;2,222259155e+05;4,809338728;45239;0
DIJ-073;bd_strasbourg;855461,5486;6693196,040;2020;50;CC;late_2020;2020-04-15;2020-05-18;9;8,00000000000000;3;11,32000000000000;16,3250000000000;NA;NA;NA;NA;NA;312,770000000000;548,200000000000;477,810000000000;-0,032000000000000;3,5120000000000000;5,74497832817337;3,77193716082082;3,0;2,50;20,0;5,50;34,260778690;67,467244540;87,122137190;46,232338170;14;5,00;58,97322845;9,683242798;644950,282700;2;2;18038,415360;5,099801355;1968;4444;2476;0,000000000;1206;8,014417542e+03;2,796445358;2200;0
DIJ-073;bd_strasbourg;855461,5486;6693196,040;2020;100;CC;late_2020;2020-04-15;2020-05-18;9;8,00000000000000;3;11,32000000000000;16,3250000000000;NA;NA;NA;NA;NA;312,770000000000;548,200000000000;477,810000000000;-0,032000000000000;3,5120000000000000;5,74497832817337;3,77193716082082;3,0;5,00;20,0;6,50;66,751438800;124,940079400;107,915931300;47,273967880;10;11,00;57,36449432;12,366180420;3363810,115000;2;2;72787,086880;5,781119076;9103;15277;6174;0,000000000;5285;3,186159641e+04;2,834244187;10838;0
DIJ-073;bd_strasbourg;855461,5486;6693196,040;2020;150;CC;late_2020;2020-04-15;2020-05-18;9;8,00000000000000;3;11,32000000000000;16,3250000000000;NA;NA;NA;NA;NA;312,770000000000;548,200000000000;477,810000000000;-0,032000000000000;3,5120000000000000;5,74497832817337;3,77193716082082;3,0;5,00;17,0;8,00;58,270148850;135,068420500;85,081694980;81,939515350;8;11,00;55,51933289;10,793426510;5809303,254000;2;2;174702,880400;5,212572023;22464;33909;11445;0,000000000;12767;8,992095869e+04;3,796414118;23974;0
DIJ-073;bd_strasbourg;855461,5486;6693196,040;2020;200;CC;late_2020;2020-04-15;2020-05-18;9;8,00000000000000;3;11,32000000000000;16,3250000000000;NA;NA;NA;NA;NA;312,770000000000;548,200000000000;477,810000000000;-0,032000000000000;3,5120000000000000;5,74497832817337;3,77193716082082;3,0;4,00;16,0;8,50;66,751438800;182,000796900;89,384553870;107,707233800;7;10,00;54,96938324;10,752307890;9466101,060000;2;2;253876,641200;4,940934494;34415;52819;18404;0,000000000;27263;2,100400177e+05;4,305290198;45518;0
DIJ-074;bd_strasbourg;855462,7969;6693243,750;2021;50;CC;early_2021;2021-04-03;2021-05-03;12;0,00000000000000;0;NA;NA;NA;NA;NA;NA;NA;147,340000000000;351,100000000000;359,522583333334;-0,648000000000000;-0,9995733333333330;5,74497832817337;3,77193716082082;5,0;4,00;21,5;4,50;111,567493200;123,387061200;118,437852200;129,510022000;15;4,00;60,66419983;6,856395721;1404249,768000;2;2;24159,621290;4,860946256;2714;5459;2745;0,000000000;250;1,610953064e+03;1,947604337;2141;0
DIJ-074;bd_strasbourg;855462,7969;6693243,750;2021;100;CC;early_2021;2021-04-03;2021-05-03;12;0,00000000000000;0;NA;NA;NA;NA;NA;NA;NA;147,340000000000;351,100000000000;358,623983333333;-0,648000000000000;-0,9351316666666664;5,74497832817337;3,77193716082082;5,0;4,75;20,0;6,00;64,461467510;97,462769810;109,388523600;55,504513050;12;9,00;58,99892807;9,380001068;3702744,463000;2;2;97949,693620;5,802456668;10586;16653;6067;0,000000000;3832;2,597162033e+04;3,413497341;10915;0
DIJ-074;bd_strasbourg;855462,7969;6693243,750;2021;150;CC;early_2021;2021-04-03;2021-05-03;12;0,00000000000000;0;NA;NA;NA;NA;NA;NA;NA;147,340000000000;351,100000000000;353,660016666667;-0,648000000000000;-1,1503303333333350;5,74497832817337;3,77193716082082;5,0;5,00;18,0;7,50;62,171496210;107,174646400;97,205636690;74,604812500;9;10,00;55,56045151;10,690631870;5589951,151000;2;2;163237,178800;5,133225414;21065;32518;11453;0,000000000;13842;1,080005095e+05;4,697168523;24290;0
DIJ-074;bd_strasbourg;855462,7969;6693243,750;2021;200;CC;early_2021;2021-04-03;2021-05-03;12;0,00000000000000;0;NA;NA;NA;NA;NA;NA;NA;147,340000000000;351,100000000000;354,406783333334;-0,648000000000000;-1,1386900000000004;5,74497832817337;3,77193716082082;3,0;5,00;16,0;10,00;59,788078960;164,949721800;85,255122150;97,025955840;7;10,00;54,92312241;11,651760100;9132882,288000;2;2;253846,055400;4,938931652;34673;54762;20089;0,000000000;24532;2,062763048e+05;5,123031555;46306;0
DIJ-076;bd_strasbourg;855488,6991;6693278,742;2019;50;CC;late_2019;2019-04-05;2019-05-14;12;12,00000000000000;4;8,98000000000000;NA;NA;NA;NA;8791552;NA;271,740000000000;483,030000000000;419,000000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;7,0;4,50;22,0;1,00;111,862385000;129,257788200;125,217399300;99,122382290;16;5,00;62,38857841;9,310618401;1402070,763000;2;3;38975,476010;5,906697221;3861;5073;1212;0,000000000;279;1,696181732e+03;2,708343763;2498;0
DIJ-076;bd_strasbourg;855488,6991;6693278,742;2019;100;CC;late_2019;2019-04-05;2019-05-14;12;12,00000000000000;4;8,98000000000000;NA;NA;NA;NA;8791552;NA;271,740000000000;483,030000000000;419,000000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;5,0;4,00;20,0;5,50;64,784679190;126,827049800;116,088995400;115,093407400;13;8,00;57,70114708;9,349163055;3302581,735000;2;3;104958,270100;5,523220785;11480;17581;6101;0,000000000;4125;3,949894604e+04;5,321749410;9694;0
DIJ-076;bd_strasbourg;855488,6991;6693278,742;2019;150;CC;late_2019;2019-04-05;2019-05-14;12;12,00000000000000;4;8,98000000000000;NA;NA;NA;NA;8791552;NA;271,740000000000;483,030000000000;419,000000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;5,0;6,00;19,0;7,00;62,171496210;146,654606100;97,205636690;136,096515400;11;10,00;55,83799744;12,494674680;5857343,451000;2;3;158590,115000;5,302699627;20386;33578;13192;0,000000000;12361;1,023350930e+05;4,848401510;24711;0
DIJ-076;bd_strasbourg;855488,6991;6693278,742;2019;200;CC;late_2019;2019-04-05;2019-05-14;12;12,00000000000000;4;8,98000000000000;NA;NA;NA;NA;8791552;NA;271,740000000000;483,030000000000;419,000000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;3,0;5,00;17,0;9,00;60,617819260;156,584838100;87,122137190;133,790387100;8;10,00;54,79463196;11,929306030;8676140,542000;2;3;233109,123700;4,884651496;32831;55094;22263;0,000000000;24019;1,985318390e+05;4,923408451;46487;0
DIJ-076;bd_strasbourg;855488,6991;6693278,742;2020;50;CC;late_2020;2020-04-04;2020-05-11;12;11,00000000000000;9;NA;16,0766666666667;NA;NA;NA;NA;NA;250,970000000000;465,560000000000;552,770000000000;-0,032000000000000;3,2740000000000000;5,74497832817337;3,77193716082082;7,0;4,50;22,0;1,00;111,862385000;129,257788200;125,217399300;99,122382290;16;5,00;62,38857841;9,310618401;1402070,763000;2;3;38975,476010;5,906697221;3861;5073;1212;0,000000000;279;1,696181732e+03;2,708343763;2498;0
DIJ-076;bd_strasbourg;855488,6991;6693278,742;2020;100;CC;late_2020;2020-04-04;2020-05-11;12;11,00000000000000;9;NA;16,0766666666667;NA;NA;NA;NA;NA;250,970000000000;465,560000000000;552,770000000000;-0,032000000000000;3,2740000000000000;5,74497832817337;3,77193716082082;5,0;4,00;20,0;5,50;64,784679190;126,827049800;116,088995400;115,093407400;13;8,00;57,70114708;9,349163055;3302581,735000;2;3;104958,270100;5,523220785;11480;17581;6101;0,000000000;4125;3,949894604e+04;5,321749410;9694;0
DIJ-076;bd_strasbourg;855488,6991;6693278,742;2020;150;CC;late_2020;2020-04-04;2020-05-11;12;11,00000000000000;9;NA;16,0766666666667;NA;NA;NA;NA;NA;250,970000000000;465,560000000000;552,770000000000;-0,032000000000000;3,2740000000000000;5,74497832817337;3,77193716082082;5,0;6,00;19,0;7,00;62,171496210;146,654606100;97,205636690;136,096515400;11;10,00;55,83799744;12,494674680;5857343,451000;2;3;158590,115000;5,302699627;20386;33578;13192;0,000000000;12361;1,023350930e+05;4,848401510;24711;0
DIJ-076;bd_strasbourg;855488,6991;6693278,742;2020;200;CC;late_2020;2020-04-04;2020-05-11;12;11,00000000000000;9;NA;16,0766666666667;NA;NA;NA;NA;NA;250,970000000000;465,560000000000;552,770000000000;-0,032000000000000;3,2740000000000000;5,74497832817337;3,77193716082082;3,0;5,00;17,0;9,00;60,617819260;156,584838100;87,122137190;133,790387100;8;10,00;54,79463196;11,929306030;8676140,542000;2;3;233109,123700;4,884651496;32831;55094;22263;0,000000000;24019;1,985318390e+05;4,923408451;46487;0
DIJ-079;bd_strasbourg;855334,6757;6693289,733;2019;50;PM;late_2019;2019-04-05;2019-05-09;9;9,00000000000000;8;14,32125000000000;NA;NA;NA;0,004090441618239099;NA;6,87116561338133e-01;271,740000000000;483,030000000000;358,940000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;5,0;1,00;12,5;1,50;65,621399110;19,230104370;94,632839780;35,323322380;7;8,00;62,85886383;13,872123720;1117505,891000;1;2;17410,205020;3,481186285;2170;2781;611;0,000000000;1415;1,696465271e+04;7,218184652;3654;0
DIJ-079;bd_strasbourg;855334,6757;6693289,733;2019;100;PM;late_2019;2019-04-05;2019-05-09;9;9,00000000000000;8;14,32125000000000;NA;NA;NA;0,170012283413442600;NA;5,89237258250997e-01;271,740000000000;483,030000000000;358,940000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;3,0;3,00;14,0;4,75;65,621399110;74,827438030;99,187622410;61,050238070;6;8,00;59,88296127;10,645660400;2931109,542000;1;2;61417,295120;4,832550541;7715;10568;2853;0,000000000;5717;5,871073050e+04;6,389590887;15115;0
DIJ-079;bd_strasbourg;855334,6757;6693289,733;2019;150;PM;late_2019;2019-04-05;2019-05-09;9;9,00000000000000;8;14,32125000000000;NA;NA;NA;-0,035773106083542436;NA;8,00147157025302e-01;271,740000000000;483,030000000000;358,940000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;3,0;4,00;15,0;5,50;52,221392040;82,033725290;83,697196400;71,382899670;6;9,00;58,07891846;11,662040710;4912957,016000;1;2;125826,783100;4,808106318;16885;25807;8922;0,000000000;13641;1,214287954e+05;5,580725301;31202;0
DIJ-079;bd_strasbourg;855334,6757;6693289,733;2019;200;PM;late_2019;2019-04-05;2019-05-09;9;9,00000000000000;8;14,32125000000000;NA;NA;NA;0,036986799175030033;NA;6,93931840532205e-01;271,740000000000;483,030000000000;358,940000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;3,0;4,00;14,0;7,00;52,221392040;77,012539890;83,697196400;73,847963850;7;9,00;58,17657089;12,484394070;7530339,928000;1;2;213407,601000;5,038656633;28789;45530;16741;0,000000000;26063;2,148564974e+05;5,198099015;54007;0
DIJ-079;bd_strasbourg;855334,6757;6693289,733;2021;50;PM;early_2021;2021-03-26;2021-04-27;9;9,00000000000000;8;14,60875000000000;19,3087500000000;39,1250000000000;8791928;0,039271151196291203;8791929;9,72089289159602e-01;189,270000000000;372,070000000000;340,831900000001;-0,648000000000000;-1,4540399999999989;5,74497832817337;3,77193716082082;5,0;1,00;12,5;1,50;65,621399110;19,230104370;94,632839780;35,323322380;7;8,00;62,85886383;13,872123720;1117505,891000;1;2;17410,205020;3,481186285;2170;2781;611;0,000000000;1415;1,696465271e+04;7,218184652;3654;0
DIJ-079;bd_strasbourg;855334,6757;6693289,733;2021;100;PM;early_2021;2021-03-26;2021-04-27;9;9,00000000000000;8;14,60875000000000;19,3087500000000;39,1250000000000;8791928;0,039271151196291203;8791929;9,72089289159602e-01;189,270000000000;372,070000000000;335,632583333334;-0,648000000000000;-1,4928433333333335;5,74497832817337;3,77193716082082;3,0;3,00;14,0;4,75;65,621399110;74,827438030;99,187622410;61,050238070;6;8,00;59,88296127;10,645660400;2931109,542000;1;2;61417,295120;4,832550541;7715;10568;2853;0,000000000;5717;5,871073050e+04;6,389590887;15115;0
DIJ-079;bd_strasbourg;855334,6757;6693289,733;2021;150;PM;early_2021;2021-03-26;2021-04-27;9;9,00000000000000;8;14,60875000000000;19,3087500000000;39,1250000000000;8791928;0,039271151196291203;8791929;9,72089289159602e-01;189,270000000000;372,070000000000;337,707883333334;-0,648000000000000;-1,5613066666666662;5,74497832817337;3,77193716082082;3,0;4,00;15,0;5,50;52,221392040;82,033725290;83,697196400;71,382899670;6;9,00;58,07891846;11,662040710;4912957,016000;1;2;125826,783100;4,808106318;16885;25807;8922;0,000000000;13641;1,214287954e+05;5,580725301;31202;0
DIJ-079;bd_strasbourg;855334,6757;6693289,733;2021;200;PM;early_2021;2021-03-26;2021-04-27;9;9,00000000000000;8;14,60875000000000;19,3087500000000;39,1250000000000;8791928;0,039271151196291203;8791929;9,72089289159602e-01;189,270000000000;372,070000000000;339,697716666667;-0,648000000000000;-1,6036133333333324;5,74497832817337;3,77193716082082;3,0;4,00;14,0;7,00;52,221392040;77,012539890;83,697196400;73,847963850;7;9,00;58,17657089;12,484394070;7530339,928000;1;2;213407,601000;5,038656633;28789;45530;16741;0,000000000;26063;2,148564974e+05;5,198099015;54007;0
DIJ-079;bd_strasbourg;855334,6757;6693289,733;2022;50;PM;early_2022;2022-03-29;2022-04-28;7;0,00000000000000;0;NA;NA;NA;NA;-0,507163228563556223;NA;4,20667364517875e-01;253,053133333333;432,135566666667;354,066933333334;-1,569043333333336;-1,2894299999999987;5,74497832817337;3,77193716082082;5,0;1,00;12,5;1,50;65,621399110;19,230104370;94,632839780;35,323322380;7;8,00;62,85886383;13,872123720;1117505,891000;1;2;17410,205020;3,481186285;2170;2781;611;0,000000000;1415;1,696465271e+04;7,218184652;3654;0
DIJ-079;bd_strasbourg;855334,6757;6693289,733;2022;100;PM;early_2022;2022-03-29;2022-04-28;7;0,00000000000000;0;NA;NA;NA;NA;-0,176433318227182195;NA;3,01005989808510e-01;255,578300000000;438,154600000000;352,504600000001;-1,792886666666668;-1,3046666666666664;5,74497832817337;3,77193716082082;3,0;3,00;14,0;4,75;65,621399110;74,827438030;99,187622410;61,050238070;6;8,00;59,88296127;10,645660400;2931109,542000;1;2;61417,295120;4,832550541;7715;10568;2853;0,000000000;5717;5,871073050e+04;6,389590887;15115;0
